Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:59:01 2022
Short Description: KEXT_MAX/Fice_min for depth 5.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 50.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:50.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.942,0.058,0.000
400.000,0.943,0.057,0.000
420.000,0.943,0.057,0.000
440.000,0.942,0.058,0.000
460.000,0.945,0.054,0.000
480.000,0.943,0.057,0.000
500.000,0.941,0.058,0.001
520.000,0.940,0.059,0.001
540.000,0.945,0.054,0.001
560.000,0.940,0.058,0.002
580.000,0.940,0.057,0.003
600.000,0.938,0.058,0.004
620.000,0.937,0.057,0.006
640.000,0.937,0.054,0.008
660.000,0.937,0.053,0.010
680.000,0.938,0.050,0.013
700.000,0.929,0.053,0.018
720.000,0.929,0.049,0.022
740.000,0.928,0.046,0.027
760.000,0.919,0.046,0.036
780.000,0.910,0.041,0.049
800.000,0.903,0.037,0.060
820.000,0.903,0.036,0.061
840.000,0.901,0.036,0.064
860.000,0.886,0.031,0.082
880.000,0.867,0.024,0.110
900.000,0.858,0.019,0.123
920.000,0.847,0.018,0.135
940.000,0.840,0.016,0.144
960.000,0.816,0.011,0.172
980.000,0.785,0.006,0.209
1000.000,0.755,0.003,0.242
1020.000,0.718,0.002,0.281
1040.000,0.715,0.002,0.284
1060.000,0.739,0.002,0.259
1080.000,0.751,0.003,0.246
1100.000,0.759,0.004,0.238
1120.000,0.753,0.003,0.244
1140.000,0.729,0.002,0.270
1160.000,0.697,0.001,0.303
1180.000,0.644,0.000,0.357
1200.000,0.600,0.000,0.401
1220.000,0.540,0.000,0.462
1240.000,0.518,0.000,0.484
1260.000,0.504,0.000,0.498
1280.000,0.505,0.000,0.496
1300.000,0.511,0.000,0.491
1320.000,0.516,0.000,0.486
1340.000,0.510,0.000,0.492
1360.000,0.508,0.000,0.493
1380.000,0.491,0.000,0.510
1400.000,0.461,0.000,0.541
1420.000,0.296,0.000,0.707
1440.000,0.179,0.000,0.825
1460.000,0.119,0.000,0.885
1480.000,0.084,0.000,0.919
1500.000,0.083,0.000,0.921
1520.000,0.084,0.000,0.919
1540.000,0.095,0.000,0.909
1560.000,0.104,0.000,0.900
1580.000,0.115,0.000,0.888
1600.000,0.127,0.000,0.877
