Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 09:23:23 2022
Short Description: KEXT_MAX/Fice_min for depth 11.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 110.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:110.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.974,0.026,0.000
400.000,0.974,0.026,0.000
420.000,0.973,0.026,0.000
440.000,0.974,0.026,0.000
460.000,0.973,0.026,0.000
480.000,0.974,0.025,0.001
500.000,0.973,0.026,0.001
520.000,0.973,0.025,0.002
540.000,0.970,0.026,0.003
560.000,0.971,0.024,0.005
580.000,0.970,0.024,0.006
600.000,0.968,0.023,0.009
620.000,0.966,0.022,0.012
640.000,0.963,0.021,0.016
660.000,0.960,0.019,0.021
680.000,0.958,0.017,0.025
700.000,0.952,0.016,0.032
720.000,0.945,0.014,0.041
740.000,0.942,0.013,0.045
760.000,0.932,0.009,0.059
780.000,0.919,0.007,0.074
800.000,0.912,0.005,0.083
820.000,0.908,0.005,0.087
840.000,0.910,0.005,0.086
860.000,0.892,0.003,0.105
880.000,0.870,0.001,0.129
900.000,0.857,0.001,0.143
920.000,0.851,0.001,0.148
940.000,0.841,0.000,0.159
960.000,0.821,0.000,0.179
980.000,0.787,0.000,0.214
1000.000,0.756,0.000,0.244
1020.000,0.718,0.000,0.283
1040.000,0.719,0.000,0.282
1060.000,0.739,0.000,0.262
1080.000,0.755,0.000,0.246
1100.000,0.759,0.000,0.242
1120.000,0.752,0.000,0.248
1140.000,0.732,0.000,0.269
1160.000,0.701,0.000,0.299
1180.000,0.648,0.000,0.354
1200.000,0.601,0.000,0.400
1220.000,0.541,0.000,0.460
1240.000,0.521,0.000,0.480
1260.000,0.505,0.000,0.497
1280.000,0.512,0.000,0.490
1300.000,0.512,0.000,0.489
1320.000,0.522,0.000,0.479
1340.000,0.516,0.000,0.486
1360.000,0.512,0.000,0.490
1380.000,0.501,0.000,0.501
1400.000,0.466,0.000,0.536
1420.000,0.301,0.000,0.702
1440.000,0.181,0.000,0.823
1460.000,0.122,0.000,0.882
1480.000,0.085,0.000,0.918
1500.000,0.083,0.000,0.920
1520.000,0.086,0.000,0.917
1540.000,0.096,0.000,0.908
1560.000,0.107,0.000,0.897
1580.000,0.118,0.000,0.886
1600.000,0.132,0.000,0.872
