Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:49:08 2022
Short Description: KEXT_MAX/Fice_min for depth 3.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 30.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:30.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.904,0.095,0.000
400.000,0.904,0.096,0.000
420.000,0.910,0.089,0.000
440.000,0.904,0.096,0.000
460.000,0.905,0.095,0.000
480.000,0.911,0.089,0.000
500.000,0.906,0.094,0.000
520.000,0.911,0.089,0.001
540.000,0.910,0.089,0.001
560.000,0.907,0.092,0.001
580.000,0.908,0.091,0.002
600.000,0.905,0.092,0.003
620.000,0.904,0.092,0.004
640.000,0.904,0.091,0.005
660.000,0.903,0.091,0.007
680.000,0.902,0.089,0.008
700.000,0.903,0.087,0.011
720.000,0.899,0.086,0.014
740.000,0.895,0.088,0.017
760.000,0.892,0.085,0.023
780.000,0.889,0.080,0.032
800.000,0.882,0.078,0.040
820.000,0.881,0.078,0.042
840.000,0.881,0.076,0.043
860.000,0.871,0.071,0.057
880.000,0.855,0.062,0.083
900.000,0.845,0.058,0.097
920.000,0.837,0.057,0.106
940.000,0.829,0.053,0.118
960.000,0.814,0.043,0.143
980.000,0.784,0.033,0.183
1000.000,0.745,0.024,0.230
1020.000,0.718,0.015,0.266
1040.000,0.715,0.016,0.269
1060.000,0.735,0.021,0.244
1080.000,0.750,0.024,0.225
1100.000,0.757,0.024,0.219
1120.000,0.749,0.023,0.227
1140.000,0.729,0.019,0.252
1160.000,0.696,0.013,0.291
1180.000,0.643,0.006,0.352
1200.000,0.599,0.003,0.399
1220.000,0.538,0.001,0.463
1240.000,0.513,0.000,0.489
1260.000,0.503,0.000,0.498
1280.000,0.502,0.000,0.500
1300.000,0.509,0.000,0.493
1320.000,0.513,0.000,0.488
1340.000,0.508,0.000,0.493
1360.000,0.507,0.000,0.495
1380.000,0.488,0.000,0.514
1400.000,0.456,0.000,0.546
1420.000,0.291,0.000,0.713
1440.000,0.182,0.000,0.822
1460.000,0.121,0.000,0.883
1480.000,0.087,0.000,0.916
1500.000,0.080,0.000,0.923
1520.000,0.081,0.000,0.922
1540.000,0.090,0.000,0.914
1560.000,0.104,0.000,0.900
1580.000,0.111,0.000,0.893
1600.000,0.127,0.000,0.877
