Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:43:41 2022
Short Description: KEXT_MAX/Fice_min for depth 2.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 20.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:20.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.871,0.129,0.000
400.000,0.873,0.126,0.000
420.000,0.869,0.130,0.000
440.000,0.871,0.129,0.000
460.000,0.872,0.128,0.000
480.000,0.871,0.129,0.000
500.000,0.870,0.130,0.000
520.000,0.875,0.124,0.000
540.000,0.873,0.127,0.001
560.000,0.870,0.129,0.001
580.000,0.868,0.130,0.001
600.000,0.872,0.127,0.002
620.000,0.871,0.127,0.002
640.000,0.871,0.126,0.003
660.000,0.871,0.125,0.004
680.000,0.870,0.125,0.005
700.000,0.869,0.124,0.007
720.000,0.867,0.123,0.010
740.000,0.861,0.127,0.011
760.000,0.861,0.123,0.016
780.000,0.859,0.119,0.022
800.000,0.857,0.115,0.027
820.000,0.854,0.117,0.029
840.000,0.854,0.116,0.029
860.000,0.844,0.115,0.041
880.000,0.837,0.105,0.059
900.000,0.827,0.102,0.072
920.000,0.825,0.096,0.078
940.000,0.817,0.096,0.087
960.000,0.802,0.087,0.111
980.000,0.776,0.074,0.150
1000.000,0.748,0.062,0.191
1020.000,0.714,0.051,0.235
1040.000,0.718,0.047,0.234
1060.000,0.738,0.055,0.207
1080.000,0.751,0.061,0.189
1100.000,0.751,0.064,0.186
1120.000,0.748,0.062,0.190
1140.000,0.727,0.054,0.219
1160.000,0.696,0.043,0.261
1180.000,0.646,0.026,0.328
1200.000,0.606,0.015,0.379
1220.000,0.542,0.008,0.451
1240.000,0.518,0.005,0.478
1260.000,0.509,0.004,0.488
1280.000,0.511,0.005,0.486
1300.000,0.511,0.005,0.485
1320.000,0.512,0.005,0.484
1340.000,0.515,0.005,0.480
1360.000,0.507,0.005,0.490
1380.000,0.500,0.004,0.498
1400.000,0.462,0.002,0.538
1420.000,0.300,0.000,0.703
1440.000,0.179,0.000,0.824
1460.000,0.121,0.000,0.883
1480.000,0.085,0.000,0.918
1500.000,0.083,0.000,0.920
1520.000,0.085,0.000,0.918
1540.000,0.098,0.000,0.906
1560.000,0.108,0.000,0.896
1580.000,0.116,0.000,0.888
1600.000,0.135,0.000,0.869
