Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 09:03:26 2022
Short Description: KEXT_MAX/Fice_min for depth 6.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 60.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:60.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.948,0.052,0.000
400.000,0.949,0.051,0.000
420.000,0.949,0.051,0.000
440.000,0.952,0.048,0.000
460.000,0.953,0.047,0.000
480.000,0.952,0.048,0.000
500.000,0.950,0.049,0.001
520.000,0.948,0.051,0.001
540.000,0.949,0.049,0.002
560.000,0.950,0.047,0.003
580.000,0.951,0.046,0.004
600.000,0.948,0.047,0.005
620.000,0.949,0.044,0.007
640.000,0.945,0.045,0.010
660.000,0.945,0.043,0.012
680.000,0.938,0.046,0.016
700.000,0.939,0.041,0.020
720.000,0.934,0.039,0.027
740.000,0.932,0.037,0.031
760.000,0.924,0.034,0.042
780.000,0.913,0.032,0.055
800.000,0.905,0.027,0.067
820.000,0.905,0.026,0.069
840.000,0.903,0.026,0.071
860.000,0.890,0.021,0.089
880.000,0.867,0.015,0.118
900.000,0.855,0.011,0.134
920.000,0.848,0.010,0.142
940.000,0.842,0.009,0.150
960.000,0.817,0.006,0.178
980.000,0.782,0.003,0.216
1000.000,0.754,0.001,0.246
1020.000,0.717,0.001,0.283
1040.000,0.715,0.001,0.285
1060.000,0.738,0.001,0.262
1080.000,0.749,0.001,0.251
1100.000,0.755,0.001,0.244
1120.000,0.754,0.001,0.246
1140.000,0.727,0.001,0.273
1160.000,0.695,0.000,0.306
1180.000,0.643,0.000,0.358
1200.000,0.597,0.000,0.404
1220.000,0.539,0.000,0.463
1240.000,0.516,0.000,0.486
1260.000,0.507,0.000,0.494
1280.000,0.502,0.000,0.500
1300.000,0.511,0.000,0.491
1320.000,0.507,0.000,0.495
1340.000,0.512,0.000,0.489
1360.000,0.508,0.000,0.494
1380.000,0.488,0.000,0.514
1400.000,0.462,0.000,0.540
1420.000,0.290,0.000,0.713
1440.000,0.177,0.000,0.827
1460.000,0.119,0.000,0.885
1480.000,0.086,0.000,0.918
1500.000,0.080,0.000,0.924
1520.000,0.085,0.000,0.919
1540.000,0.093,0.000,0.911
1560.000,0.103,0.000,0.900
1580.000,0.111,0.000,0.893
1600.000,0.125,0.000,0.879
