Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:54:14 2022
Short Description: KEXT_MAX/Fice_min for depth 4.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 40.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:40.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.925,0.075,0.000
400.000,0.930,0.070,0.000
420.000,0.929,0.071,0.000
440.000,0.925,0.075,0.000
460.000,0.927,0.073,0.000
480.000,0.929,0.071,0.000
500.000,0.929,0.070,0.000
520.000,0.929,0.070,0.001
540.000,0.927,0.072,0.001
560.000,0.926,0.072,0.002
580.000,0.927,0.070,0.003
600.000,0.924,0.072,0.003
620.000,0.928,0.068,0.005
640.000,0.924,0.070,0.007
660.000,0.925,0.066,0.009
680.000,0.921,0.068,0.011
700.000,0.922,0.064,0.014
720.000,0.919,0.063,0.018
740.000,0.915,0.063,0.022
760.000,0.907,0.062,0.030
780.000,0.902,0.057,0.041
800.000,0.897,0.052,0.050
820.000,0.897,0.051,0.052
840.000,0.895,0.051,0.054
860.000,0.883,0.046,0.071
880.000,0.862,0.040,0.099
900.000,0.852,0.034,0.114
920.000,0.843,0.034,0.123
940.000,0.836,0.029,0.135
960.000,0.815,0.023,0.161
980.000,0.780,0.016,0.204
1000.000,0.747,0.010,0.244
1020.000,0.719,0.005,0.276
1040.000,0.712,0.005,0.283
1060.000,0.734,0.008,0.258
1080.000,0.751,0.009,0.240
1100.000,0.755,0.010,0.235
1120.000,0.751,0.009,0.240
1140.000,0.727,0.007,0.266
1160.000,0.695,0.004,0.302
1180.000,0.642,0.001,0.357
1200.000,0.595,0.001,0.406
1220.000,0.537,0.000,0.464
1240.000,0.510,0.000,0.492
1260.000,0.501,0.000,0.501
1280.000,0.499,0.000,0.503
1300.000,0.505,0.000,0.496
1320.000,0.509,0.000,0.493
1340.000,0.507,0.000,0.495
1360.000,0.502,0.000,0.500
1380.000,0.485,0.000,0.517
1400.000,0.454,0.000,0.549
1420.000,0.292,0.000,0.711
1440.000,0.176,0.000,0.828
1460.000,0.118,0.000,0.886
1480.000,0.083,0.000,0.920
1500.000,0.080,0.000,0.923
1520.000,0.082,0.000,0.921
1540.000,0.091,0.000,0.913
1560.000,0.102,0.000,0.901
1580.000,0.116,0.000,0.887
1600.000,0.127,0.000,0.876
