Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 09:39:03 2022
Short Description: KEXT_MIN/Fice_mean for depth 16.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 160.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:160.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_mean_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.941,0.059,0.000
400.000,0.938,0.062,0.000
420.000,0.943,0.057,0.000
440.000,0.944,0.056,0.000
460.000,0.941,0.059,0.001
480.000,0.940,0.059,0.001
500.000,0.941,0.057,0.002
520.000,0.939,0.057,0.004
540.000,0.937,0.056,0.007
560.000,0.936,0.055,0.010
580.000,0.932,0.053,0.014
600.000,0.926,0.055,0.018
620.000,0.924,0.050,0.026
640.000,0.918,0.046,0.035
660.000,0.912,0.044,0.044
680.000,0.907,0.041,0.053
700.000,0.896,0.038,0.066
720.000,0.885,0.031,0.084
740.000,0.878,0.027,0.095
760.000,0.856,0.023,0.121
780.000,0.834,0.017,0.150
800.000,0.816,0.012,0.172
820.000,0.811,0.011,0.178
840.000,0.810,0.011,0.179
860.000,0.780,0.007,0.214
880.000,0.738,0.003,0.259
900.000,0.714,0.002,0.285
920.000,0.705,0.001,0.295
940.000,0.690,0.001,0.309
960.000,0.655,0.000,0.346
980.000,0.602,0.000,0.400
1000.000,0.558,0.000,0.444
1020.000,0.501,0.000,0.501
1040.000,0.504,0.000,0.498
1060.000,0.536,0.000,0.466
1080.000,0.557,0.000,0.445
1100.000,0.557,0.000,0.444
1120.000,0.555,0.000,0.447
1140.000,0.518,0.000,0.484
1160.000,0.478,0.000,0.524
1180.000,0.406,0.000,0.597
1200.000,0.363,0.000,0.639
1220.000,0.301,0.000,0.702
1240.000,0.277,0.000,0.726
1260.000,0.263,0.000,0.740
1280.000,0.270,0.000,0.733
1300.000,0.273,0.000,0.731
1320.000,0.275,0.000,0.729
1340.000,0.275,0.000,0.728
1360.000,0.267,0.000,0.736
1380.000,0.253,0.000,0.750
1400.000,0.225,0.000,0.779
1420.000,0.121,0.000,0.883
1440.000,0.062,0.000,0.941
1460.000,0.037,0.000,0.964
1480.000,0.025,0.000,0.976
1500.000,0.024,0.000,0.977
1520.000,0.026,0.000,0.975
1540.000,0.026,0.000,0.975
1560.000,0.032,0.000,0.969
1580.000,0.039,0.000,0.963
1600.000,0.041,0.000,0.961
