Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:55:21 2022
Short Description: KEXT_MIN/Fice_mean for depth 3.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 30.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:30.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_mean_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.757,0.243,0.000
400.000,0.751,0.249,0.000
420.000,0.756,0.244,0.000
440.000,0.755,0.245,0.000
460.000,0.756,0.244,0.000
480.000,0.755,0.244,0.000
500.000,0.753,0.246,0.000
520.000,0.756,0.244,0.001
540.000,0.755,0.244,0.001
560.000,0.749,0.249,0.002
580.000,0.749,0.248,0.003
600.000,0.754,0.243,0.004
620.000,0.756,0.239,0.005
640.000,0.751,0.241,0.007
660.000,0.744,0.247,0.009
680.000,0.743,0.245,0.011
700.000,0.750,0.235,0.015
720.000,0.745,0.235,0.020
740.000,0.743,0.233,0.024
760.000,0.737,0.229,0.033
780.000,0.730,0.224,0.046
800.000,0.715,0.226,0.058
820.000,0.723,0.218,0.060
840.000,0.720,0.218,0.063
860.000,0.705,0.211,0.084
880.000,0.683,0.194,0.123
900.000,0.677,0.180,0.143
920.000,0.665,0.178,0.157
940.000,0.656,0.168,0.176
960.000,0.626,0.153,0.221
980.000,0.583,0.130,0.287
1000.000,0.544,0.100,0.357
1020.000,0.498,0.077,0.425
1040.000,0.496,0.074,0.430
1060.000,0.527,0.090,0.383
1080.000,0.541,0.100,0.359
1100.000,0.547,0.104,0.349
1120.000,0.542,0.099,0.359
1140.000,0.512,0.086,0.402
1160.000,0.477,0.063,0.460
1180.000,0.406,0.036,0.559
1200.000,0.358,0.020,0.622
1220.000,0.295,0.009,0.698
1240.000,0.276,0.006,0.721
1260.000,0.270,0.005,0.728
1280.000,0.268,0.005,0.729
1300.000,0.271,0.005,0.726
1320.000,0.274,0.005,0.722
1340.000,0.273,0.005,0.724
1360.000,0.268,0.005,0.730
1380.000,0.255,0.004,0.744
1400.000,0.225,0.002,0.776
1420.000,0.118,0.000,0.886
1440.000,0.063,0.000,0.939
1460.000,0.038,0.000,0.964
1480.000,0.025,0.000,0.976
1500.000,0.022,0.000,0.979
1520.000,0.024,0.000,0.977
1540.000,0.026,0.000,0.975
1560.000,0.031,0.000,0.971
1580.000,0.036,0.000,0.966
1600.000,0.041,0.000,0.961
