Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:44:44 2022
Short Description: KEXT_MIN/Fice_mean for depth 1.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 10.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:10.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_mean_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.523,0.477,0.000
400.000,0.522,0.478,0.000
420.000,0.517,0.483,0.000
440.000,0.525,0.475,0.000
460.000,0.518,0.482,0.000
480.000,0.525,0.475,0.000
500.000,0.524,0.475,0.000
520.000,0.526,0.474,0.000
540.000,0.520,0.480,0.000
560.000,0.528,0.472,0.001
580.000,0.525,0.474,0.001
600.000,0.522,0.477,0.001
620.000,0.524,0.474,0.002
640.000,0.517,0.480,0.002
660.000,0.519,0.478,0.003
680.000,0.524,0.472,0.003
700.000,0.516,0.479,0.005
720.000,0.517,0.476,0.006
740.000,0.519,0.474,0.007
760.000,0.522,0.468,0.011
780.000,0.514,0.471,0.015
800.000,0.520,0.461,0.019
820.000,0.517,0.463,0.019
840.000,0.512,0.468,0.020
860.000,0.514,0.459,0.028
880.000,0.507,0.452,0.041
900.000,0.504,0.446,0.050
920.000,0.494,0.451,0.055
940.000,0.499,0.439,0.062
960.000,0.490,0.428,0.082
980.000,0.472,0.413,0.115
1000.000,0.454,0.388,0.158
1020.000,0.431,0.366,0.203
1040.000,0.425,0.370,0.205
1060.000,0.448,0.376,0.177
1080.000,0.453,0.392,0.155
1100.000,0.459,0.391,0.150
1120.000,0.446,0.396,0.158
1140.000,0.437,0.379,0.184
1160.000,0.416,0.351,0.233
1180.000,0.374,0.304,0.322
1200.000,0.337,0.262,0.400
1220.000,0.290,0.204,0.505
1240.000,0.275,0.177,0.548
1260.000,0.265,0.175,0.561
1280.000,0.268,0.172,0.561
1300.000,0.269,0.176,0.556
1320.000,0.270,0.179,0.551
1340.000,0.267,0.181,0.552
1360.000,0.264,0.171,0.565
1380.000,0.251,0.159,0.590
1400.000,0.225,0.132,0.644
1420.000,0.119,0.031,0.852
1440.000,0.062,0.010,0.930
1460.000,0.039,0.010,0.953
1480.000,0.024,0.008,0.969
1500.000,0.024,0.008,0.969
1520.000,0.025,0.008,0.968
1540.000,0.029,0.008,0.965
1560.000,0.032,0.009,0.960
1580.000,0.036,0.009,0.957
1600.000,0.042,0.009,0.951
