Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 09:04:30 2022
Short Description: KEXT_MIN/Fice_mean for depth 5.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 50.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:50.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_mean_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.833,0.167,0.000
400.000,0.834,0.166,0.000
420.000,0.836,0.164,0.000
440.000,0.834,0.165,0.000
460.000,0.830,0.170,0.000
480.000,0.834,0.166,0.000
500.000,0.834,0.165,0.001
520.000,0.833,0.165,0.001
540.000,0.832,0.166,0.002
560.000,0.830,0.166,0.003
580.000,0.831,0.165,0.005
600.000,0.830,0.164,0.006
620.000,0.828,0.163,0.009
640.000,0.828,0.160,0.012
660.000,0.829,0.155,0.016
680.000,0.819,0.162,0.019
700.000,0.819,0.156,0.025
720.000,0.814,0.153,0.033
740.000,0.810,0.150,0.040
760.000,0.805,0.142,0.054
780.000,0.789,0.136,0.074
800.000,0.774,0.133,0.093
820.000,0.776,0.129,0.095
840.000,0.774,0.129,0.097
860.000,0.758,0.115,0.127
880.000,0.720,0.100,0.181
900.000,0.700,0.090,0.210
920.000,0.692,0.084,0.224
940.000,0.683,0.075,0.242
960.000,0.650,0.060,0.291
980.000,0.597,0.043,0.360
1000.000,0.546,0.028,0.426
1020.000,0.501,0.017,0.483
1040.000,0.498,0.016,0.487
1060.000,0.528,0.022,0.450
1080.000,0.551,0.028,0.422
1100.000,0.555,0.029,0.416
1120.000,0.546,0.027,0.428
1140.000,0.518,0.019,0.463
1160.000,0.473,0.012,0.516
1180.000,0.406,0.004,0.591
1200.000,0.356,0.002,0.644
1220.000,0.298,0.000,0.704
1240.000,0.278,0.000,0.725
1260.000,0.266,0.000,0.737
1280.000,0.270,0.000,0.733
1300.000,0.266,0.000,0.737
1320.000,0.272,0.000,0.731
1340.000,0.272,0.000,0.731
1360.000,0.268,0.000,0.735
1380.000,0.254,0.000,0.749
1400.000,0.227,0.000,0.776
1420.000,0.119,0.000,0.885
1440.000,0.061,0.000,0.942
1460.000,0.039,0.000,0.963
1480.000,0.025,0.000,0.976
1500.000,0.024,0.000,0.977
1520.000,0.024,0.000,0.977
1540.000,0.028,0.000,0.973
1560.000,0.033,0.000,0.969
1580.000,0.036,0.000,0.966
1600.000,0.042,0.000,0.960
