Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 09:26:17 2022
Short Description: KEXT_MIN/Fice_mean for depth 11.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 110.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:110.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_mean_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.915,0.085,0.000
400.000,0.917,0.083,0.000
420.000,0.919,0.081,0.000
440.000,0.916,0.084,0.000
460.000,0.915,0.085,0.000
480.000,0.914,0.085,0.001
500.000,0.916,0.083,0.002
520.000,0.913,0.084,0.003
540.000,0.912,0.083,0.005
560.000,0.912,0.081,0.007
580.000,0.910,0.080,0.010
600.000,0.906,0.081,0.013
620.000,0.904,0.078,0.019
640.000,0.904,0.072,0.025
660.000,0.893,0.074,0.033
680.000,0.890,0.071,0.040
700.000,0.878,0.070,0.052
720.000,0.873,0.060,0.067
740.000,0.863,0.059,0.078
760.000,0.849,0.050,0.101
780.000,0.826,0.043,0.131
800.000,0.811,0.035,0.154
820.000,0.806,0.034,0.160
840.000,0.806,0.034,0.160
860.000,0.777,0.025,0.198
880.000,0.736,0.015,0.249
900.000,0.712,0.012,0.276
920.000,0.700,0.010,0.291
940.000,0.688,0.007,0.305
960.000,0.653,0.004,0.343
980.000,0.604,0.002,0.395
1000.000,0.550,0.000,0.451
1020.000,0.500,0.000,0.502
1040.000,0.499,0.000,0.503
1060.000,0.526,0.000,0.475
1080.000,0.547,0.001,0.454
1100.000,0.556,0.001,0.444
1120.000,0.548,0.001,0.453
1140.000,0.516,0.000,0.485
1160.000,0.474,0.000,0.528
1180.000,0.403,0.000,0.599
1200.000,0.356,0.000,0.647
1220.000,0.302,0.000,0.701
1240.000,0.276,0.000,0.727
1260.000,0.263,0.000,0.741
1280.000,0.268,0.000,0.735
1300.000,0.268,0.000,0.736
1320.000,0.270,0.000,0.733
1340.000,0.272,0.000,0.732
1360.000,0.263,0.000,0.740
1380.000,0.253,0.000,0.750
1400.000,0.230,0.000,0.774
1420.000,0.120,0.000,0.884
1440.000,0.064,0.000,0.939
1460.000,0.037,0.000,0.965
1480.000,0.024,0.000,0.977
1500.000,0.024,0.000,0.977
1520.000,0.025,0.000,0.976
1540.000,0.028,0.000,0.974
1560.000,0.031,0.000,0.971
1580.000,0.036,0.000,0.966
1600.000,0.040,0.000,0.962
