Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 09:09:06 2022
Short Description: KEXT_MIN/Fice_mean for depth 6.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 60.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:60.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_mean_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.853,0.146,0.000
400.000,0.855,0.145,0.000
420.000,0.856,0.144,0.000
440.000,0.854,0.146,0.000
460.000,0.854,0.146,0.000
480.000,0.852,0.147,0.000
500.000,0.850,0.149,0.001
520.000,0.853,0.145,0.002
540.000,0.856,0.141,0.003
560.000,0.852,0.145,0.004
580.000,0.850,0.144,0.005
600.000,0.856,0.137,0.007
620.000,0.844,0.145,0.010
640.000,0.847,0.139,0.014
660.000,0.843,0.138,0.018
680.000,0.842,0.135,0.022
700.000,0.836,0.134,0.030
720.000,0.831,0.129,0.040
740.000,0.824,0.129,0.047
760.000,0.816,0.121,0.064
780.000,0.803,0.111,0.086
800.000,0.789,0.106,0.105
820.000,0.784,0.105,0.111
840.000,0.784,0.103,0.113
860.000,0.761,0.092,0.147
880.000,0.728,0.073,0.199
900.000,0.706,0.063,0.230
920.000,0.695,0.060,0.245
940.000,0.681,0.053,0.266
960.000,0.646,0.040,0.314
980.000,0.599,0.026,0.376
1000.000,0.549,0.014,0.437
1020.000,0.497,0.008,0.496
1040.000,0.493,0.008,0.500
1060.000,0.525,0.012,0.464
1080.000,0.542,0.015,0.443
1100.000,0.551,0.016,0.433
1120.000,0.546,0.015,0.440
1140.000,0.515,0.010,0.476
1160.000,0.467,0.006,0.529
1180.000,0.405,0.002,0.596
1200.000,0.355,0.001,0.647
1220.000,0.295,0.000,0.708
1240.000,0.276,0.000,0.727
1260.000,0.262,0.000,0.741
1280.000,0.263,0.000,0.740
1300.000,0.265,0.000,0.738
1320.000,0.266,0.000,0.738
1340.000,0.268,0.000,0.736
1360.000,0.265,0.000,0.738
1380.000,0.253,0.000,0.750
1400.000,0.226,0.000,0.778
1420.000,0.116,0.000,0.888
1440.000,0.062,0.000,0.941
1460.000,0.036,0.000,0.966
1480.000,0.026,0.000,0.976
1500.000,0.022,0.000,0.979
1520.000,0.025,0.000,0.976
1540.000,0.027,0.000,0.974
1560.000,0.033,0.000,0.969
1580.000,0.038,0.000,0.964
1600.000,0.040,0.000,0.962
