Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:43:00 2022
Short Description: KEXT_MIN/Fice_min for depth 3.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 30.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:30.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_min_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.758,0.242,0.000
400.000,0.756,0.244,0.000
420.000,0.753,0.247,0.000
440.000,0.753,0.247,0.000
460.000,0.754,0.246,0.000
480.000,0.759,0.241,0.000
500.000,0.755,0.245,0.000
520.000,0.757,0.243,0.001
540.000,0.752,0.247,0.001
560.000,0.755,0.244,0.001
580.000,0.753,0.245,0.002
600.000,0.748,0.249,0.002
620.000,0.758,0.238,0.004
640.000,0.754,0.241,0.005
660.000,0.751,0.243,0.006
680.000,0.751,0.241,0.008
700.000,0.747,0.242,0.011
720.000,0.742,0.243,0.014
740.000,0.747,0.236,0.017
760.000,0.741,0.236,0.023
780.000,0.733,0.235,0.032
800.000,0.728,0.231,0.041
820.000,0.732,0.226,0.042
840.000,0.730,0.226,0.044
860.000,0.718,0.222,0.060
880.000,0.710,0.203,0.087
900.000,0.694,0.202,0.104
920.000,0.690,0.196,0.114
940.000,0.678,0.195,0.127
960.000,0.657,0.179,0.164
980.000,0.626,0.155,0.219
1000.000,0.588,0.130,0.281
1020.000,0.550,0.107,0.344
1040.000,0.551,0.104,0.346
1060.000,0.576,0.117,0.307
1080.000,0.590,0.128,0.282
1100.000,0.597,0.131,0.273
1120.000,0.593,0.126,0.281
1140.000,0.565,0.114,0.322
1160.000,0.531,0.093,0.376
1180.000,0.463,0.060,0.477
1200.000,0.417,0.040,0.543
1220.000,0.351,0.020,0.630
1240.000,0.328,0.014,0.659
1260.000,0.324,0.012,0.666
1280.000,0.322,0.013,0.667
1300.000,0.325,0.013,0.663
1320.000,0.325,0.014,0.663
1340.000,0.326,0.014,0.662
1360.000,0.320,0.012,0.670
1380.000,0.306,0.010,0.686
1400.000,0.277,0.006,0.720
1420.000,0.150,0.000,0.854
1440.000,0.079,0.000,0.924
1460.000,0.050,0.000,0.953
1480.000,0.034,0.000,0.967
1500.000,0.032,0.000,0.970
1520.000,0.034,0.000,0.968
1540.000,0.038,0.000,0.964
1560.000,0.044,0.000,0.958
1580.000,0.051,0.000,0.951
1600.000,0.055,0.000,0.947
