Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:39:16 2022
Short Description: KEXT_MIN/Fice_min for depth 1.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 10.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:10.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_min_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.528,0.472,0.000
400.000,0.528,0.472,0.000
420.000,0.528,0.472,0.000
440.000,0.518,0.482,0.000
460.000,0.531,0.469,0.000
480.000,0.530,0.470,0.000
500.000,0.529,0.471,0.000
520.000,0.533,0.467,0.000
540.000,0.526,0.474,0.000
560.000,0.526,0.473,0.000
580.000,0.533,0.467,0.001
600.000,0.529,0.470,0.001
620.000,0.529,0.470,0.001
640.000,0.522,0.476,0.002
660.000,0.525,0.473,0.002
680.000,0.528,0.470,0.002
700.000,0.527,0.470,0.003
720.000,0.532,0.464,0.004
740.000,0.526,0.469,0.005
760.000,0.528,0.465,0.007
780.000,0.524,0.466,0.010
800.000,0.517,0.470,0.013
820.000,0.525,0.461,0.013
840.000,0.521,0.465,0.014
860.000,0.524,0.457,0.019
880.000,0.511,0.460,0.029
900.000,0.517,0.449,0.035
920.000,0.509,0.452,0.039
940.000,0.504,0.452,0.044
960.000,0.503,0.440,0.057
980.000,0.492,0.426,0.082
1000.000,0.475,0.412,0.113
1020.000,0.459,0.392,0.149
1040.000,0.460,0.392,0.148
1060.000,0.472,0.402,0.126
1080.000,0.478,0.410,0.112
1100.000,0.478,0.415,0.108
1120.000,0.476,0.411,0.113
1140.000,0.465,0.401,0.133
1160.000,0.447,0.381,0.172
1180.000,0.418,0.339,0.243
1200.000,0.382,0.305,0.313
1220.000,0.341,0.254,0.405
1240.000,0.323,0.231,0.446
1260.000,0.311,0.224,0.465
1280.000,0.318,0.221,0.461
1300.000,0.319,0.227,0.454
1320.000,0.320,0.227,0.453
1340.000,0.318,0.231,0.452
1360.000,0.311,0.227,0.463
1380.000,0.300,0.211,0.489
1400.000,0.277,0.180,0.544
1420.000,0.153,0.054,0.794
1440.000,0.083,0.014,0.905
1460.000,0.053,0.011,0.938
1480.000,0.035,0.008,0.958
1500.000,0.033,0.008,0.961
1520.000,0.035,0.010,0.957
1540.000,0.038,0.010,0.954
1560.000,0.046,0.009,0.947
1580.000,0.050,0.010,0.943
1600.000,0.055,0.011,0.936
