Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:41:09 2022
Short Description: KEXT_MIN/Fice_min for depth 2.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 20.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:20.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_min_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.674,0.326,0.000
400.000,0.678,0.322,0.000
420.000,0.680,0.320,0.000
440.000,0.681,0.319,0.000
460.000,0.676,0.324,0.000
480.000,0.675,0.325,0.000
500.000,0.676,0.324,0.000
520.000,0.685,0.315,0.000
540.000,0.676,0.323,0.001
560.000,0.677,0.322,0.001
580.000,0.677,0.322,0.001
600.000,0.674,0.324,0.002
620.000,0.676,0.321,0.002
640.000,0.673,0.323,0.003
660.000,0.675,0.321,0.004
680.000,0.673,0.321,0.005
700.000,0.680,0.313,0.007
720.000,0.674,0.317,0.009
740.000,0.675,0.314,0.011
760.000,0.667,0.318,0.015
780.000,0.669,0.310,0.021
800.000,0.663,0.310,0.027
820.000,0.667,0.305,0.028
840.000,0.654,0.317,0.029
860.000,0.657,0.303,0.040
880.000,0.644,0.297,0.059
900.000,0.642,0.287,0.072
920.000,0.635,0.287,0.079
940.000,0.630,0.281,0.089
960.000,0.614,0.271,0.115
980.000,0.593,0.248,0.160
1000.000,0.562,0.226,0.212
1020.000,0.535,0.198,0.267
1040.000,0.535,0.197,0.268
1060.000,0.551,0.214,0.235
1080.000,0.561,0.227,0.212
1100.000,0.569,0.226,0.205
1120.000,0.564,0.223,0.213
1140.000,0.544,0.209,0.247
1160.000,0.512,0.185,0.302
1180.000,0.458,0.143,0.399
1200.000,0.415,0.108,0.478
1220.000,0.356,0.069,0.575
1240.000,0.333,0.058,0.610
1260.000,0.317,0.053,0.631
1280.000,0.324,0.052,0.624
1300.000,0.324,0.054,0.623
1320.000,0.330,0.055,0.615
1340.000,0.329,0.055,0.617
1360.000,0.324,0.052,0.625
1380.000,0.309,0.045,0.646
1400.000,0.278,0.032,0.691
1420.000,0.154,0.002,0.847
1440.000,0.081,0.000,0.922
1460.000,0.051,0.000,0.951
1480.000,0.034,0.000,0.968
1500.000,0.031,0.000,0.970
1520.000,0.033,0.000,0.968
1540.000,0.038,0.000,0.964
1560.000,0.042,0.000,0.960
1580.000,0.048,0.000,0.954
1600.000,0.057,0.000,0.946
