Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:38:11 2022
Short Description: KEXT_MIN/Fice_min for depth 0.5 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 5.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:5.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_min_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.383,0.617,0.000
400.000,0.376,0.624,0.000
420.000,0.374,0.626,0.000
440.000,0.377,0.623,0.000
460.000,0.379,0.621,0.000
480.000,0.378,0.622,0.000
500.000,0.380,0.620,0.000
520.000,0.383,0.617,0.000
540.000,0.374,0.626,0.000
560.000,0.377,0.623,0.000
580.000,0.382,0.618,0.000
600.000,0.378,0.621,0.000
620.000,0.381,0.618,0.001
640.000,0.381,0.618,0.001
660.000,0.377,0.622,0.001
680.000,0.375,0.624,0.001
700.000,0.376,0.623,0.001
720.000,0.376,0.622,0.002
740.000,0.376,0.622,0.002
760.000,0.372,0.625,0.003
780.000,0.383,0.612,0.005
800.000,0.377,0.617,0.006
820.000,0.378,0.616,0.006
840.000,0.380,0.613,0.006
860.000,0.366,0.625,0.009
880.000,0.380,0.607,0.013
900.000,0.375,0.609,0.016
920.000,0.371,0.612,0.017
940.000,0.369,0.611,0.020
960.000,0.361,0.612,0.027
980.000,0.360,0.602,0.038
1000.000,0.357,0.590,0.053
1020.000,0.356,0.573,0.071
1040.000,0.350,0.579,0.072
1060.000,0.357,0.583,0.060
1080.000,0.357,0.591,0.053
1100.000,0.358,0.591,0.050
1120.000,0.349,0.598,0.052
1140.000,0.350,0.587,0.063
1160.000,0.347,0.571,0.083
1180.000,0.328,0.549,0.123
1200.000,0.314,0.523,0.162
1220.000,0.288,0.488,0.224
1240.000,0.276,0.471,0.253
1260.000,0.271,0.463,0.266
1280.000,0.269,0.469,0.263
1300.000,0.273,0.466,0.261
1320.000,0.277,0.468,0.255
1340.000,0.275,0.469,0.255
1360.000,0.271,0.464,0.264
1380.000,0.267,0.450,0.283
1400.000,0.250,0.422,0.327
1420.000,0.151,0.258,0.591
1440.000,0.084,0.136,0.781
1460.000,0.052,0.096,0.853
1480.000,0.034,0.078,0.890
1500.000,0.032,0.080,0.889
1520.000,0.034,0.081,0.887
1540.000,0.039,0.083,0.880
1560.000,0.045,0.088,0.869
1580.000,0.049,0.094,0.859
1600.000,0.057,0.100,0.844
