Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:52:11 2022
Short Description: KEXT_MIN/Fice_min for depth 9.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 90.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:90.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_min_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.899,0.101,0.000
400.000,0.899,0.101,0.000
420.000,0.900,0.100,0.000
440.000,0.898,0.102,0.000
460.000,0.896,0.103,0.000
480.000,0.896,0.104,0.001
500.000,0.898,0.101,0.001
520.000,0.899,0.100,0.002
540.000,0.896,0.102,0.003
560.000,0.893,0.103,0.004
580.000,0.894,0.100,0.006
600.000,0.895,0.097,0.007
620.000,0.890,0.099,0.011
640.000,0.893,0.093,0.014
660.000,0.887,0.094,0.019
680.000,0.879,0.098,0.023
700.000,0.880,0.089,0.031
720.000,0.872,0.088,0.040
740.000,0.867,0.085,0.048
760.000,0.856,0.079,0.065
780.000,0.844,0.071,0.085
800.000,0.827,0.067,0.106
820.000,0.827,0.066,0.108
840.000,0.825,0.065,0.110
860.000,0.805,0.053,0.141
880.000,0.772,0.039,0.188
900.000,0.754,0.034,0.213
920.000,0.742,0.032,0.226
940.000,0.729,0.026,0.244
960.000,0.692,0.019,0.289
980.000,0.644,0.011,0.345
1000.000,0.600,0.005,0.395
1020.000,0.560,0.002,0.439
1040.000,0.555,0.002,0.444
1060.000,0.579,0.004,0.417
1080.000,0.605,0.005,0.391
1100.000,0.607,0.006,0.388
1120.000,0.605,0.005,0.391
1140.000,0.572,0.003,0.425
1160.000,0.529,0.002,0.470
1180.000,0.463,0.000,0.539
1200.000,0.411,0.000,0.591
1220.000,0.346,0.000,0.657
1240.000,0.325,0.000,0.678
1260.000,0.317,0.000,0.686
1280.000,0.317,0.000,0.686
1300.000,0.321,0.000,0.682
1320.000,0.321,0.000,0.682
1340.000,0.325,0.000,0.678
1360.000,0.318,0.000,0.685
1380.000,0.302,0.000,0.701
1400.000,0.277,0.000,0.726
1420.000,0.149,0.000,0.855
1440.000,0.080,0.000,0.923
1460.000,0.050,0.000,0.952
1480.000,0.035,0.000,0.967
1500.000,0.031,0.000,0.970
1520.000,0.032,0.000,0.970
1540.000,0.036,0.000,0.966
1560.000,0.042,0.000,0.960
1580.000,0.050,0.000,0.952
1600.000,0.054,0.000,0.948
