Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:49:18 2022
Short Description: KEXT_MIN/Fice_min for depth 7.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 70.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:70.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_min_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.877,0.123,0.000
400.000,0.875,0.125,0.000
420.000,0.876,0.124,0.000
440.000,0.879,0.121,0.000
460.000,0.874,0.126,0.000
480.000,0.877,0.123,0.000
500.000,0.879,0.120,0.001
520.000,0.877,0.121,0.001
540.000,0.877,0.121,0.002
560.000,0.877,0.120,0.003
580.000,0.875,0.121,0.004
600.000,0.874,0.120,0.006
620.000,0.871,0.121,0.009
640.000,0.874,0.114,0.011
660.000,0.870,0.115,0.015
680.000,0.864,0.117,0.019
700.000,0.866,0.110,0.024
720.000,0.859,0.109,0.032
740.000,0.855,0.108,0.037
760.000,0.846,0.102,0.051
780.000,0.835,0.096,0.070
800.000,0.821,0.092,0.087
820.000,0.825,0.087,0.089
840.000,0.821,0.087,0.092
860.000,0.799,0.079,0.122
880.000,0.770,0.064,0.166
900.000,0.756,0.056,0.188
920.000,0.747,0.052,0.201
940.000,0.732,0.047,0.221
960.000,0.701,0.036,0.263
980.000,0.654,0.024,0.322
1000.000,0.608,0.014,0.378
1020.000,0.562,0.008,0.431
1040.000,0.562,0.008,0.431
1060.000,0.590,0.011,0.399
1080.000,0.609,0.014,0.378
1100.000,0.617,0.015,0.368
1120.000,0.611,0.014,0.375
1140.000,0.581,0.010,0.410
1160.000,0.537,0.005,0.459
1180.000,0.466,0.002,0.533
1200.000,0.422,0.001,0.580
1220.000,0.357,0.000,0.646
1240.000,0.333,0.000,0.670
1260.000,0.323,0.000,0.680
1280.000,0.325,0.000,0.678
1300.000,0.332,0.000,0.671
1320.000,0.330,0.000,0.673
1340.000,0.332,0.000,0.671
1360.000,0.327,0.000,0.675
1380.000,0.309,0.000,0.694
1400.000,0.283,0.000,0.720
1420.000,0.157,0.000,0.847
1440.000,0.085,0.000,0.919
1460.000,0.052,0.000,0.950
1480.000,0.036,0.000,0.965
1500.000,0.033,0.000,0.969
1520.000,0.034,0.000,0.968
1540.000,0.038,0.000,0.964
1560.000,0.045,0.000,0.957
1580.000,0.049,0.000,0.953
1600.000,0.058,0.000,0.944
