Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:54:48 2022
Short Description: KEXT_MIN/Fice_min for depth 11.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 110.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:110.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_min_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.916,0.084,0.000
400.000,0.915,0.085,0.000
420.000,0.916,0.084,0.000
440.000,0.915,0.085,0.000
460.000,0.916,0.083,0.000
480.000,0.912,0.088,0.001
500.000,0.917,0.082,0.001
520.000,0.918,0.080,0.002
540.000,0.913,0.084,0.003
560.000,0.914,0.081,0.005
580.000,0.914,0.080,0.007
600.000,0.913,0.078,0.009
620.000,0.907,0.080,0.013
640.000,0.906,0.077,0.017
660.000,0.899,0.078,0.023
680.000,0.899,0.073,0.027
700.000,0.893,0.070,0.037
720.000,0.886,0.067,0.048
740.000,0.883,0.062,0.055
760.000,0.871,0.056,0.072
780.000,0.853,0.050,0.097
800.000,0.839,0.044,0.116
820.000,0.838,0.042,0.119
840.000,0.834,0.042,0.123
860.000,0.811,0.034,0.155
880.000,0.776,0.023,0.201
900.000,0.753,0.018,0.228
920.000,0.745,0.016,0.239
940.000,0.732,0.013,0.255
960.000,0.701,0.009,0.290
980.000,0.652,0.004,0.345
1000.000,0.601,0.002,0.398
1020.000,0.558,0.001,0.443
1040.000,0.558,0.001,0.443
1060.000,0.581,0.001,0.419
1080.000,0.602,0.002,0.397
1100.000,0.611,0.002,0.388
1120.000,0.604,0.002,0.395
1140.000,0.573,0.001,0.427
1160.000,0.533,0.000,0.468
1180.000,0.468,0.000,0.534
1200.000,0.418,0.000,0.584
1220.000,0.352,0.000,0.651
1240.000,0.328,0.000,0.675
1260.000,0.323,0.000,0.680
1280.000,0.321,0.000,0.682
1300.000,0.324,0.000,0.679
1320.000,0.330,0.000,0.673
1340.000,0.327,0.000,0.675
1360.000,0.323,0.000,0.681
1380.000,0.308,0.000,0.695
1400.000,0.278,0.000,0.725
1420.000,0.151,0.000,0.853
1440.000,0.080,0.000,0.923
1460.000,0.049,0.000,0.954
1480.000,0.035,0.000,0.967
1500.000,0.033,0.000,0.969
1520.000,0.033,0.000,0.969
1540.000,0.038,0.000,0.964
1560.000,0.043,0.000,0.959
1580.000,0.050,0.000,0.953
1600.000,0.055,0.000,0.947
