Wavelength,0212202100004.asd
350, 3664.57731624225 
351, 3846.47160178812 
352, 4011.84326557605 
353, 4160.05070183573 
354, 4311.48192179921 
355, 4467.31941250617 
356, 4624.75756377607 
357, 4786.16267927015 
358, 4954.82394180069 
359, 5137.33775602381 
360, 5343.62246743282 
361, 5592.6395676409 
362, 5868.56859423152 
363, 6159.15221660123 
364, 6458.5650034566 
365, 6763.39700081486 
366, 7051.06872485845 
367, 7296.46366646246 
368, 7477.08226032352 
369, 7580.78724271989 
370, 7617.4202542007 
371, 7611.21132426938 
372, 7596.48501884532 
373, 7596.67895637215 
374, 7614.43107796731 
375, 7637.3572995704 
376, 7664.42747685803 
377, 7674.47991286269 
378, 7648.12072603904 
379, 7572.08072987529 
380, 7481.90042106225 
381, 7382.06478639627 
382, 7268.72267841814 
383, 7135.03823024695 
384, 7009.1593581477 
385, 6936.9805662257 
386, 6966.93774227644 
387, 7119.32385311297 
388, 7305.63182678726 
389, 7457.66017211047 
390, 7545.26105476119 
391, 7645.20622285655 
392, 7727.91941436009 
393, 7781.18302414427 
394, 7866.79119200142 
395, 8074.00410656395 
396, 8439.78558280806 
397, 8971.14974680045 
398, 9676.63633915794 
399, 10471.8971366473 
400, 11289.7267709272 
401, 12083.3548061899 
402, 12809.0364112901 
403, 13407.1360370825 
404, 13859.5569925062 
405, 14220.4369682772 
406, 14503.5533351173 
407, 14762.8190848834 
408, 15062.0447584586 
409, 15450.1845706257 
410, 15903.5597758847 
411, 16400.1663012989 
412, 16920.153434497 
413, 17437.2015226627 
414, 17942.0379168022 
415, 18421.9429183014 
416, 18850.5373696087 
417, 19269.6492560598 
418, 19697.2713342452 
419, 20129.987989528 
420, 20512.0297299125 
421, 20906.5095026112 
422, 21335.5994658693 
423, 21781.7316781635 
424, 22188.0577399415 
425, 22505.9153825702 
426, 22686.4559505456 
427, 22668.8955733289 
428, 22605.1037679428 
429, 22675.3304723481 
430, 22997.0764375881 
431, 23424.5048169308 
432, 24016.9586243117 
433, 24883.1778144312 
434, 26113.0728468288 
435, 27329.465753711 
436, 28259.5894517049 
437, 28879.231980865 
438, 29535.1710457691 
439, 30198.3264886981 
440, 30832.0382330851 
441, 31430.0241526565 
442, 32171.4519128523 
