Wavelength,0212202100051.asd
350, 560.700445660059 
351, 591.179548531907 
352, 617.23192519161 
353, 641.749425613843 
354, 665.357034034638 
355, 689.665735141315 
356, 715.154239302395 
357, 738.166934444429 
358, 764.03347786159 
359, 792.876217100598 
360, 823.267709654998 
361, 860.815005817425 
362, 903.04684621288 
363, 948.554883578872 
364, 997.34562172261 
365, 1045.9517194998 
366, 1092.27750643738 
367, 1132.99520454645 
368, 1161.88442396177 
369, 1181.15919234678 
370, 1190.65217769485 
371, 1191.00533923866 
372, 1186.55398310941 
373, 1185.37805926325 
374, 1188.84728617146 
375, 1193.34046340365 
376, 1196.81298015355 
377, 1199.22887260844 
378, 1198.29710872194 
379, 1188.49763594535 
380, 1175.73723028695 
381, 1161.0221415852 
382, 1144.07694690277 
383, 1124.25780151426 
384, 1103.0335700683 
385, 1088.64848204758 
386, 1091.49966185611 
387, 1114.23541669102 
388, 1147.79686922089 
389, 1178.55234493188 
390, 1191.18319797024 
391, 1204.86722526923 
392, 1219.99909237989 
393, 1233.99606256061 
394, 1243.92850560247 
395, 1270.7033835207 
396, 1322.59416749369 
397, 1402.27430024342 
398, 1515.15905280366 
399, 1644.1640741488 
400, 1776.25946367401 
401, 1903.74695235099 
402, 2026.47736193972 
403, 2128.18172769143 
404, 2201.79774275966 
405, 2260.71170503961 
406, 2309.92061374366 
407, 2353.51845821865 
408, 2397.72611576617 
409, 2459.83485513989 
410, 2535.83946912503 
411, 2619.96685660967 
412, 2705.89572398946 
413, 2792.6488744205 
414, 2878.4487512501 
415, 2960.41819442489 
416, 3033.54453301818 
417, 3102.70606097986 
418, 3172.70138890947 
419, 3245.29623351053 
420, 3310.35249479624 
421, 3376.68977504514 
422, 3447.87855416555 
423, 3522.34593487868 
424, 3594.08000105754 
425, 3652.00918966904 
426, 3686.59952717289 
427, 3690.85341237088 
428, 3680.910237463 
429, 3688.56246450214 
430, 3738.43141946666 
431, 3809.87998209543 
432, 3901.69033845285 
433, 4035.07982036668 
434, 4238.31817707214 
435, 4451.34906871128 
436, 4614.67687889145 
437, 4717.72300188535 
438, 4828.62726652954 
439, 4943.11320406495 
440, 5051.11164217501 
441, 5148.62223658099 
442, 5273.55780760341 
443, 5405.33369419999 
444, 5526.53193156231 
445, 5625.24282644378 
446, 5706.06262606373 
447, 5780.33622809536 
448, 5859.5212804706 
449, 5955.25307314366 
450, 6036.44275151995 
451, 6081.92341204239 
452, 6083.97680449516 
453, 6073.25308526439 
454, 6044.15479416048 
455, 6005.04395090962 
456, 5977.3321884949 
457, 5975.19223568128 
458, 5982.02221297341 
459, 5981.09139023299 
460, 5968.1677770898 
461, 5949.22874781152 
462, 5928.85882606814 
463, 5907.73460649162 
464, 5870.78197192061 
465, 5812.91584361124 
466, 5741.02798320157 
467, 5673.25345792674 
468, 5617.37773673889 
469, 5575.90459791007 
470, 5549.58705082816 
471, 5541.35888149027 
472, 5537.70614955209 
473, 5538.71447845032 
474, 5548.23208298841 
475, 5548.27336377339 
476, 5544.82468884759 
477, 5543.1326177571 
478, 5544.66818237917 
479, 5561.95757387313 
480, 5585.18100048368 
481, 5598.52131620779 
482, 5590.8043401226 
483, 5547.0672036066 
484, 5458.06990302138 
485, 5325.91095878021 
486, 5197.81607997338 
487, 5107.00777908057 
488, 5079.73022232099 
489, 5137.93397114828 
490, 5229.90014524859 
491, 5303.8446929954 
492, 5327.44629588256 
493, 5337.8910791265 
494, 5351.03958711182 
495, 5376.93660532978 
496, 5416.86052315225 
497, 5428.50996951548 
498, 5411.18729085362 
499, 5374.00207335768 
500, 5326.79244926458 
501, 5290.74467465708 
502, 5274.84386687078 
503, 5283.20691340847 
504, 5329.15797276579 
505, 5394.86104004808 
506, 5461.67190573818 
507, 5513.33002793139 
508, 5551.51301535478 
509, 5580.69605749166 
510, 5607.80598070933 
511, 5645.22424409828 
512, 5670.47660810077 
513, 5672.71181551016 
514, 5648.73668205144 
515, 5598.56713031176 
516, 5533.20427845098 
517, 5470.20965030338 
518, 5432.54413502693 
519, 5474.395336376 
520, 5601.39692851129 
521, 5783.01722162076 
522, 5934.22652660765 
523, 6045.11587683665 
524, 6121.89338040214 
525, 6181.23824451815 
526, 6204.29004080406 
527, 6210.11501868333 
528, 6237.90758738808 
529, 6360.35245772072 
530, 6520.10123638514 
531, 6652.88662910118 
532, 6707.17885718399 
533, 6723.0535776063 
534, 6748.78439184586 
535, 6810.16968266158 
536, 6905.24045175039 
537, 6973.3368073159 
538, 7003.36975033965 
539, 7003.98355375936 
540, 6996.2364291508 
541, 6997.45312686515 
542, 7028.38187403684 
543, 7104.05484903687 
544, 7191.99600534056 
545, 7268.59417651435 
546, 7320.81252947979 
547, 7348.94619623402 
548, 7365.97183852555 
549, 7386.20256035938 
550, 7418.69494181283 
551, 7453.01020921049 
552, 7479.57938957342 
553, 7498.03765487548 
554, 7515.34564032972 
555, 7528.6910170061 
556, 7518.51845536695 
557, 7473.44096989377 
558, 7401.180559834 
559, 7338.01995931895 
560, 7306.73734223175 
561, 7316.55950191949 
562, 7348.04966132616 
563, 7366.63334356277 
564, 7353.90166100815 
565, 7312.41293918444 
566, 7258.35244572173 
567, 7204.73129662229 
568, 7158.45535095348 
569, 7113.6553983719 
570, 7056.27062437181 
571, 7000.34572452702 
572, 6975.663311938 
573, 6980.26965419794 
574, 6977.30325888725 
575, 6943.34813810962 
576, 6883.84352726652 
577, 6825.2958798564 
578, 6790.15455918046 
579, 6792.60295910578 
580, 6821.58552546043 
581, 6875.57313284061 
582, 6941.56578009706 
583, 6996.04031926013 
584, 7026.0104909554 
585, 7017.95302256268 
586, 6971.18932204547 
587, 6911.06092768663 
588, 6842.00933152709 
589, 6751.60490893254 
590, 6635.32390900346 
591, 6592.40080241667 
592, 6619.93058077407 
593, 6672.16490192444 
594, 6663.89639214301 
595, 6624.11858953638 
596, 6569.05369027089 
597, 6510.04004200364 
598, 6445.71036744446 
599, 6371.66729239195 
600, 6292.90094051542 
601, 6221.28762569761 
602, 6165.11907266407 
603, 6132.43346608991 
604, 6122.32600812317 
605, 6121.56387114529 
606, 6101.83986668057 
607, 6061.57222449843 
608, 6011.5463793847 
609, 5962.96819306177 
610, 5917.07161488036 
611, 5874.27710408338 
612, 5834.54574133982 
613, 5796.28767806838 
614, 5753.94355392251 
615, 5706.98927443329 
616, 5667.32672420041 
617, 5639.57476576928 
618, 5632.21485527763 
619, 5649.54884699391 
620, 5667.31639477656 
621, 5662.89313448777 
622, 5628.29913906365 
623, 5573.28212609675 
624, 5513.91479159141 
625, 5457.75123175807 
626, 5408.11428688568 
627, 5365.68203432735 
628, 5324.58832839679 
629, 5284.09129137556 
630, 5248.98947422554 
631, 5240.16028093688 
632, 5246.2382037448 
633, 5256.63162165073 
634, 5270.04768397953 
635, 5277.65488842338 
636, 5278.43362518533 
637, 5274.40578162224 
638, 5268.17053964512 
639, 5249.71987885707 
640, 5215.61972792041 
641, 5169.7056840837 
642, 5128.40725846336 
643, 5099.47371376159 
644, 5080.57293046134 
645, 5053.8852437619 
646, 5016.30311145242 
647, 4970.93534823244 
648, 4924.9883698866 
649, 4886.11237470084 
650, 4851.93086738424 
651, 4828.31746133629 
652, 4827.88397786284 
653, 4809.39608383025 
654, 4748.7019252026 
655, 4642.81489347813 
656, 4520.86029398035 
657, 4430.1804936088 
658, 4423.78471987847 
659, 4529.8886618018 
660, 4638.17983541378 
661, 4696.58513245682 
662, 4702.93030723626 
663, 4706.94417708888 
664, 4699.08614601213 
665, 4687.41136324109 
666, 4680.13904707154 
667, 4678.13506638663 
668, 4673.81904240636 
669, 4666.49910434352 
670, 4658.99678139771 
671, 4648.05120421732 
672, 4636.19174202665 
673, 4628.1542612004 
674, 4630.6802451455 
675, 4636.03675464464 
676, 4640.24721330284 
677, 4642.02679205092 
678, 4645.32604368458 
679, 4647.68000325098 
680, 4648.82248390029 
681, 4649.43061040759 
682, 4647.83179843758 
683, 4638.1463516039 
684, 4601.93040671419 
685, 4504.53642367971 
686, 4332.34146034833 
687, 4100.07035118484 
688, 3864.72213998317 
689, 3771.49347987 
690, 3853.18015785333 
691, 4042.06788370543 
692, 4211.57293299918 
693, 4364.59091214212 
694, 4478.91051544705 
695, 4550.47730756847 
696, 4601.61237226763 
697, 4642.65657216319 
698, 4669.32032074992 
699, 4676.911489957 
700, 4676.00231607121 
701, 4675.04611447127 
702, 4682.55394950409 
703, 4706.15271402455 
704, 4750.61809951591 
705, 4803.21563925564 
706, 4850.38483525963 
707, 4881.00050532811 
708, 4907.33932612433 
709, 4933.60155103951 
710, 4961.08819184999 
711, 4989.44596682244 
712, 5015.86263385315 
713, 5037.18718418284 
714, 5049.56439341909 
715, 5049.35171613497 
716, 5015.39759951814 
717, 4937.60773534276 
718, 4822.62034555704 
719, 4726.89882516202 
720, 4704.08641522679 
721, 4777.73440099882 
722, 4910.92663045905 
723, 5014.24909182918 
724, 5055.57394847662 
725, 5049.53974171927 
