Wavelength,0212202100097.asd
350, 137.42034690186 
351, 143.260949821069 
352, 150.504901727475 
353, 156.582351650634 
354, 161.490785763796 
355, 166.620266356248 
356, 172.829037147301 
357, 177.975538992857 
358, 184.077832007666 
359, 191.252630849212 
360, 198.847765725764 
361, 207.663843909662 
362, 217.102482362456 
363, 226.861934652905 
364, 237.135377224322 
365, 250.053917922382 
366, 262.18588167216 
367, 271.182301243177 
368, 278.739891294858 
369, 283.758659321911 
370, 285.791270088998 
371, 285.103342555043 
372, 283.240718143351 
373, 283.17439849406 
374, 284.309205027238 
375, 284.124456418372 
376, 286.258494665617 
377, 287.557311133617 
378, 286.713654590648 
379, 285.939706314996 
380, 282.807920752901 
381, 278.920137070061 
382, 275.69834293103 
383, 271.129703649706 
384, 266.232199794395 
385, 262.369632376147 
386, 261.626103857245 
387, 269.314734092815 
388, 278.101259062104 
389, 283.945570459738 
390, 287.596039256666 
391, 291.950671259668 
392, 297.474524869542 
393, 303.249132745027 
394, 305.788420708843 
395, 313.860273018684 
396, 328.640945096292 
397, 349.071454412522 
398, 379.405653209787 
399, 414.468209987209 
400, 450.161719581228 
401, 484.022400025463 
402, 516.71467241262 
403, 542.887862356325 
404, 560.991528836088 
405, 578.206338534636 
406, 590.132396884402 
407, 599.445961602268 
408, 610.709316577919 
409, 626.16934893097 
410, 642.396744291952 
411, 658.656707792673 
412, 676.525145638327 
413, 697.57827722762 
414, 717.103681425924 
415, 732.634387236771 
416, 746.99252612057 
417, 761.206740689062 
418, 776.443036550991 
419, 792.50905541878 
420, 804.097113964743 
421, 817.859642750114 
422, 834.217517112131 
423, 849.055937802304 
424, 863.86435521267 
425, 876.329828349915 
426, 883.559581219908 
427, 882.225919046351 
428, 878.896332576308 
429, 879.627726674161 
430, 889.085620747478 
431, 908.111584908718 
432, 929.476573329135 
433, 957.903709750826 
434, 1004.65566976492 
435, 1054.65168023764 
436, 1094.03760787198 
437, 1119.70199211591 
438, 1145.61047535357 
439, 1172.39472949918 
440, 1197.45710617043 
441, 1219.44340826121 
442, 1248.30565541957 
443, 1280.24309848957 
444, 1310.62293358722 
445, 1335.01282381613 
446, 1355.58640403301 
447, 1373.26361355698 
448, 1391.17769660952 
449, 1417.60950563996 
450, 1438.03146226771 
451, 1448.41921324256 
452, 1450.30850198536 
453, 1451.51098750056 
454, 1447.03562943782 
455, 1438.37156975198 
456, 1433.01519600723 
457, 1434.30897393858 
458, 1438.62029873214 
459, 1441.84765327674 
460, 1442.07136357517 
461, 1439.64964491942 
462, 1436.73614588941 
463, 1434.84905174183 
464, 1428.0634328713 
465, 1416.49041886533 
466, 1402.49661043575 
467, 1390.22220505745 
468, 1380.0095568794 
469, 1372.8527444851 
470, 1369.80295490067 
471, 1372.66350743756 
472, 1375.99607527151 
473, 1380.47064478767 
474, 1388.68697444418 
475, 1395.0005450953 
476, 1400.58446800564 
477, 1407.31605266171 
478, 1417.09927147916 
479, 1430.94031845953 
480, 1447.0375737225 
481, 1462.12654340402 
482, 1471.91026488565 
483, 1473.97857184144 
484, 1464.76092968907 
485, 1442.44904309455 
486, 1421.74536030993 
487, 1411.30797354425 
488, 1418.35194790008 
489, 1450.08829419879 
490, 1490.61246406423 
491, 1525.49695315607 
492, 1546.30369558659 
493, 1564.16181894743 
494, 1583.02905382761 
495, 1605.26984344339 
496, 1630.86269423843 
