Wavelength,0212202100034.asd
350, 3527.69234228428 
351, 3711.52342918881 
352, 3883.19119551465 
353, 4027.5272363182 
354, 4172.67215376591 
355, 4326.30450056508 
356, 4487.34853727984 
357, 4646.74748978999 
358, 4813.33197395413 
359, 4991.44609537578 
360, 5187.11810484051 
361, 5427.31756550803 
362, 5700.4513387349 
363, 5992.1650942033 
364, 6289.31280744126 
365, 6593.60158605891 
366, 6883.74209769096 
367, 7135.4437254501 
368, 7327.76127663435 
369, 7442.30680017988 
370, 7485.16571263727 
371, 7479.14486289862 
372, 7460.96033959502 
373, 7460.42044994631 
374, 7480.66797678381 
375, 7505.8573355017 
376, 7534.52779260508 
377, 7552.51228443694 
378, 7540.10879498184 
379, 7473.05955186532 
380, 7388.96654444217 
381, 7293.87371530184 
382, 7184.99002848224 
383, 7055.72458890481 
384, 6924.82171668058 
385, 6839.32166515467 
386, 6855.71833216408 
387, 7005.49804456467 
388, 7207.23583229479 
389, 7379.50488900531 
390, 7461.10079289694 
391, 7555.6646705797 
392, 7644.01875432858 
393, 7708.75016418523 
394, 7778.95041497998 
395, 7959.07701778892 
396, 8297.74144998732 
397, 8811.75141591062 
398, 9512.07910032025 
399, 10306.9353186406 
400, 11125.0230411474 
401, 11920.1306862617 
402, 12664.4644412953 
403, 13279.1882587147 
404, 13733.1151980447 
405, 14089.1235508082 
406, 14372.0731551606 
407, 14627.420993395 
408, 14910.4264711996 
409, 15291.2976673328 
410, 15744.3389229017 
411, 16242.8253361937 
412, 16761.1966015184 
413, 17274.9548996555 
414, 17782.8389848976 
415, 18271.9584719142 
416, 18700.5001603367 
417, 19114.7630871796 
418, 19540.3108054828 
419, 19978.5175055152 
420, 20362.9859218466 
421, 20755.1246639634 
422, 21182.3181756892 
423, 21635.9974608877 
424, 22053.7918202133 
425, 22383.1674030456 
426, 22577.2591624539 
427, 22588.5005419737 
428, 22516.4213781147 
429, 22559.0692015244 
430, 22866.4243247104 
431, 23290.0989339961 
432, 23857.9757823034 
433, 24689.4269842602 
434, 25915.9631462687 
435, 27181.8787333927 
436, 28150.2720364274 
437, 28766.4322563975 
438, 29424.6448208679 
439, 30093.7442371294 
440, 30727.6478473343 
441, 31314.9885105598 
442, 32061.4603436602 
