Wavelength,0212202100146.asd
350, 2617.78258895526 
351, 2752.87757466325 
352, 2878.16171169371 
353, 2982.35537502571 
354, 3084.73006615413 
355, 3193.53338166359 
356, 3309.59843886414 
357, 3421.82309882473 
358, 3537.3980939169 
359, 3661.87884842898 
360, 3801.53563578413 
361, 3969.43577039238 
362, 4162.52949179328 
363, 4372.54554862377 
364, 4587.83030161892 
365, 4805.16232937928 
366, 5011.91037460838 
367, 5193.11978098348 
368, 5333.52235369067 
369, 5414.96770572035 
370, 5442.30689597235 
371, 5433.17001075724 
372, 5409.52020997379 
373, 5401.18683304319 
374, 5411.52484728806 
375, 5424.9018064406 
376, 5437.36639444611 
377, 5444.01951636026 
378, 5432.84980520937 
379, 5382.98244533889 
380, 5318.89675200378 
381, 5246.88980809236 
382, 5165.96422570525 
383, 5065.93727145896 
384, 4964.80203746544 
385, 4894.61843434323 
386, 4893.24253857223 
387, 4992.35544902691 
388, 5137.36896379369 
389, 5265.37730539717 
390, 5320.51295027634 
391, 5380.45651533643 
392, 5440.54894615835 
393, 5489.33169909465 
394, 5527.71602825621 
395, 5641.0588700134 
396, 5866.94314827408 
397, 6218.73467604962 
398, 6711.36497589972 
399, 7270.66916502078 
400, 7844.01420647995 
401, 8403.67920296037 
402, 8936.72206919261 
403, 9375.20924147977 
404, 9690.28034716368 
405, 9935.40859520758 
406, 10130.3664838036 
407, 10304.1183681837 
408, 10492.5667727216 
409, 10751.4348522727 
410, 11062.3737605351 
411, 11405.9898253366 
412, 11763.6469343764 
413, 12118.5458239952 
414, 12469.900892699 
415, 12808.550090769 
416, 13104.9322053751 
417, 13387.3405927744 
418, 13676.0886066892 
419, 13975.5578255571 
420, 14237.8095091249 
421, 14502.8978587175 
422, 14791.5809296731 
423, 15102.2881506029 
424, 15388.4978631183 
425, 15614.2027301576 
426, 15747.362210157 
427, 15755.2599647556 
428, 15694.4830852779 
429, 15705.1480593443 
430, 15899.6910269737 
431, 16185.4685908299 
432, 16560.1678391352 
433, 17109.3384752408 
434, 17945.3449333472 
435, 18832.2128886142 
436, 19510.90910946 
437, 19928.4924513513 
438, 20369.7974449371 
439, 20823.5018719621 
440, 21251.2271970505 
441, 21637.7277480121 
442, 22138.8957003984 
443, 22667.7962227846 
444, 23153.1475553787 
445, 23547.8809291806 
446, 23865.7970420336 
447, 24150.8956977061 
448, 24452.5684666456 
449, 24829.2319517293 
450, 25146.4403339418 
451, 25316.3991716985 
452, 25307.6508939692 
453, 25242.5777271516 
454, 25101.0714581716 
455, 24920.4013563065 
456, 24790.419947465 
457, 24759.0243071067 
458, 24765.94900467 
459, 24748.1018478303 
460, 24683.1361650628 
461, 24582.7922856023 
462, 24473.5356375289 
463, 24371.554427371 
464, 24209.7337775712 
465, 23959.8702852828 
466, 23651.5708729427 
467, 23368.8239329648 
468, 23128.1522315079 
469, 22948.4125706226 
470, 22838.6642368316 
471, 22798.2048387103 
472, 22768.639623615 
473, 22758.0964638273 
474, 22792.4537612544 
475, 22783.607557015 
476, 22756.2925639081 
477, 22738.3627514802 
478, 22747.7915201931 
479, 22821.9888169728 
480, 22927.3074323793 
481, 23003.1849970045 
482, 22985.628759556 
483, 22814.8146075906 
484, 22455.0805942796 
485, 21917.8983438439 
486, 21398.1994880669 
487, 21029.6532309649 
488, 20919.9875114274 
489, 21164.0653038873 
490, 21554.1766094169 
491, 21875.3990278003 
492, 21988.0184245826 
493, 22027.9741836976 
494, 22090.1329428282 
495, 22215.6879177932 
496, 22386.0611082969 
497, 22438.3889733431 
498, 22375.098548045 
499, 22233.391814856 
500, 22043.1264877219 
501, 21898.6884826336 
502, 21839.259197703 
503, 21881.9910370162 
504, 22080.996588801 
505, 22363.0077437316 
506, 22651.9998945442 
507, 22882.185716468 
508, 23057.7209099384 
509, 23195.2275385544 
510, 23323.4512686206 
511, 23499.2088753299 
512, 23619.7593736886 
513, 23641.4307197836 
514, 23557.4806088176 
515, 23365.0459850797 
516, 23102.559412704 
517, 22843.7074362765 
518, 22696.5589655915 
