Wavelength,0212202100025.asd
350, 3759.02845073677 
351, 3949.81012386841 
352, 4124.97196860541 
353, 4275.14847373981 
354, 4424.07013100842 
355, 4579.82034265493 
356, 4743.02375735473 
357, 4906.51751050769 
358, 5074.78537056201 
359, 5255.81760715162 
360, 5460.8153020298 
361, 5706.55748440773 
362, 5984.75176426875 
363, 6283.25422918611 
364, 6588.81133517044 
365, 6899.57720227982 
366, 7193.43640884621 
367, 7445.8784589654 
368, 7635.79333257756 
369, 7743.69786931035 
370, 7780.55582817198 
371, 7772.5240932921 
372, 7745.9281951313 
373, 7736.93740324615 
374, 7750.73451621915 
375, 7770.1017540528 
376, 7791.86800121096 
377, 7801.17293608137 
378, 7779.09953522894 
379, 7703.83720959934 
380, 7609.55543533891 
381, 7505.22054901563 
382, 7389.49609821995 
383, 7248.02270230012 
384, 7108.9981730403 
385, 7020.06231978259 
386, 7033.96250854075 
387, 7181.54668444499 
388, 7377.67172719865 
389, 7543.12862245792 
390, 7624.60935608629 
391, 7718.08412741178 
392, 7802.85021613675 
393, 7863.06785335337 
394, 7933.36650612979 
395, 8117.20085625256 
396, 8461.09875744378 
397, 8979.98426429633 
398, 9687.3992816577 
399, 10489.1667092513 
400, 11313.9118434825 
401, 12116.9414930494 
402, 12862.7996072681 
403, 13476.3905417917 
404, 13929.4040733735 
405, 14282.0632128188 
406, 14561.729394379 
407, 14816.2527675569 
408, 15101.3355555033 
409, 15480.0669755263 
410, 15931.0175459156 
411, 16427.0062285686 
412, 16939.048091327 
413, 17451.1917747418 
414, 17957.2591306918 
415, 18441.2523458588 
416, 18864.6850989546 
417, 19275.3905928795 
418, 19696.1992919432 
419, 20126.1569958326 
420, 20504.1084110429 
421, 20888.9805137611 
422, 21307.0592182871 
423, 21749.8773671518 
424, 22155.0128682471 
425, 22472.8150112409 
426, 22655.9695272563 
427, 22649.9154686388 
428, 22568.6846510137 
429, 22606.2210304548 
430, 22904.846398052 
431, 23319.2104205231 
432, 23878.2760959312 
433, 24701.0382175715 
434, 25916.6735442731 
435, 27157.7121087028 
436, 28103.3408819773 
437, 28706.6874286985 
438, 29349.1945852821 
439, 29999.494021304 
440, 30616.7006472827 
441, 31192.4737163158 
442, 31918.0615245838 
443, 32669.9217830134 
444, 33355.6289591186 
445, 33921.9681412266 
446, 34377.553451672 
447, 34792.7736444688 
448, 35238.0352974504 
449, 35778.5312238928 
450, 36213.664923252 
451, 36433.8492068414 
452, 36412.6650245389 
453, 36308.8219500731 
454, 36102.5747147092 
455, 35850.4192123907 
456, 35676.9972523163 
457, 35633.0426519078 
458, 35639.0593652191 
459, 35611.4911444133 
460, 35514.2035533808 
461, 35371.7636360871 
462, 35215.6646244108 
463, 35059.8655835206 
464, 34815.5411907576 
465, 34448.9035738525 
466, 34005.3304210173 
467, 33604.0592135425 
468, 33264.1263239414 
469, 33013.2710646569 
470, 32864.4543670855 
471, 32811.0957695954 
472, 32776.5434388896 
473, 32770.2007541874 
474, 32823.307868335 
475, 32810.7091516676 
476, 32776.7559365363 
477, 32761.8610260305 
478, 32781.21178048 
479, 32889.7684082012 
480, 33033.6385991695 
481, 33123.6773918429 
482, 33080.6898167273 
483, 32808.4875607081 
484, 32261.75552112 
485, 31473.2281654733 
486, 30734.8422557158 
487, 30229.9801808956 
488, 30102.9757105446 
489, 30483.1479277303 
490, 31040.5624033004 
491, 31482.3707211434 
492, 31634.5640312774 
493, 31692.7487635237 
494, 31786.8653826473 
495, 31971.1307509222 
496, 32215.2911422694 
497, 32279.578805378 
498, 32177.0618147852 
499, 31968.0878462642 
500, 31690.3529114378 
501, 31490.8136165618 
502, 31422.7352567497 
503, 31503.2717318135 
504, 31816.5619336914 
505, 32233.1574844672 
506, 32640.7662340118 
507, 32965.9472230086 
508, 33207.6181465898 
509, 33397.2306019003 
510, 33580.248507288 
511, 33826.0855362782 
512, 33986.3453687929 
513, 34003.2688382644 
514, 33873.4328307447 
515, 33577.8622519978 
516, 33188.322779144 
517, 32820.9197027781 
518, 32626.9955822073 
519, 32939.0753815711 
520, 33766.701190814 
521, 34898.4411536436 
522, 35819.2013861564 
523, 36501.5168881397 
524, 36980.3421963096 
525, 37329.5790819004 
526, 37470.2173206343 
527, 37529.2197885284 
528, 37742.3826200213 
529, 38533.3372098446 
530, 39534.2026059514 
531, 40348.660889945 
532, 40671.0646633265 
533, 40777.9281399914 
534, 40968.69091659 
535, 41393.6432434541 
536, 42022.6244629709 
537, 42454.2744104013 
538, 42639.8979107451 
539, 42656.4977824375 
540, 42633.3672883821 
541, 42675.8756216154 
542, 42912.598781438 
543, 43434.1605480717 
544, 44009.7576587253 
545, 44501.7392436736 
546, 44838.781773308 
547, 45025.2794457214 
548, 45150.2784729734 
549, 45304.5032743823 
550, 45540.151276183 
551, 45777.3131971808 
552, 45955.9169762436 
553, 46087.0355680307 
554, 46234.9842722949 
555, 46345.4222933659 
556, 46295.2837194165 
557, 46021.2226001438 
558, 45581.2376262006 
559, 45218.1098240906 
560, 45070.143178583 
561, 45178.492690956 
562, 45397.4501440184 
563, 45516.7462881019 
564, 45439.3269083851 
565, 45209.1968635071 
566, 44891.3757969201 
567, 44580.2402930305 
568, 44329.048597188 
