Simulated Spectral Output From CRREL Snow RTM
File Created: Tue Jul 19 10:59:20 2022
Short Description: Coarse_Grain for depth 6.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 60.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:60.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:12Feb_UVD_Pit1_3_10redo.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.909,0.091,0.000
400.000,0.909,0.091,0.000
420.000,0.909,0.091,0.000
440.000,0.910,0.090,0.000
460.000,0.910,0.090,0.000
480.000,0.907,0.093,0.000
500.000,0.907,0.092,0.001
520.000,0.906,0.092,0.002
540.000,0.908,0.090,0.003
560.000,0.908,0.088,0.004
580.000,0.906,0.089,0.005
600.000,0.907,0.086,0.007
620.000,0.905,0.085,0.010
640.000,0.899,0.087,0.014
660.000,0.895,0.087,0.018
680.000,0.896,0.082,0.022
700.000,0.890,0.080,0.029
720.000,0.887,0.076,0.038
740.000,0.885,0.071,0.043
760.000,0.872,0.068,0.059
780.000,0.854,0.065,0.081
800.000,0.847,0.056,0.097
820.000,0.843,0.055,0.102
840.000,0.840,0.056,0.104
860.000,0.821,0.047,0.132
880.000,0.790,0.036,0.175
900.000,0.772,0.029,0.199
920.000,0.761,0.026,0.213
940.000,0.750,0.023,0.227
960.000,0.718,0.015,0.267
980.000,0.675,0.009,0.316
1000.000,0.628,0.004,0.369
1020.000,0.586,0.002,0.413
1040.000,0.582,0.002,0.418
1060.000,0.610,0.003,0.387
1080.000,0.626,0.005,0.370
1100.000,0.635,0.005,0.361
1120.000,0.621,0.004,0.376
1140.000,0.599,0.003,0.399
1160.000,0.557,0.001,0.442
1180.000,0.493,0.000,0.509
1200.000,0.440,0.000,0.562
1220.000,0.375,0.000,0.627
1240.000,0.360,0.000,0.643
1260.000,0.341,0.000,0.662
1280.000,0.347,0.000,0.656
1300.000,0.350,0.000,0.653
1320.000,0.354,0.000,0.649
1340.000,0.350,0.000,0.653
1360.000,0.346,0.000,0.657
1380.000,0.334,0.000,0.668
1400.000,0.300,0.000,0.703
1420.000,0.170,0.000,0.834
1440.000,0.090,0.000,0.914
1460.000,0.058,0.000,0.944
1480.000,0.039,0.000,0.963
1500.000,0.036,0.000,0.966
1520.000,0.038,0.000,0.964
1540.000,0.042,0.000,0.960
1560.000,0.048,0.000,0.954
1580.000,0.055,0.000,0.947
1600.000,0.062,0.000,0.941
