Simulated Spectral Output From CRREL Snow RTM
File Created: Tue Jul 19 11:23:16 2022
Short Description: Coarse_Grain for depth 11.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 110.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:110.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:12Feb_UVD_Pit1_3_10redo.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.947,0.053,0.000
400.000,0.948,0.052,0.000
420.000,0.947,0.053,0.000
440.000,0.946,0.054,0.000
460.000,0.948,0.052,0.000
480.000,0.946,0.054,0.001
500.000,0.949,0.050,0.002
520.000,0.948,0.049,0.003
540.000,0.945,0.051,0.005
560.000,0.946,0.047,0.007
580.000,0.941,0.049,0.009
600.000,0.940,0.048,0.012
620.000,0.937,0.045,0.017
640.000,0.933,0.043,0.024
660.000,0.927,0.043,0.031
680.000,0.924,0.039,0.036
700.000,0.916,0.037,0.047
720.000,0.907,0.032,0.061
740.000,0.902,0.029,0.069
760.000,0.884,0.025,0.091
780.000,0.869,0.019,0.112
800.000,0.857,0.014,0.129
820.000,0.849,0.015,0.136
840.000,0.850,0.014,0.136
860.000,0.829,0.009,0.163
880.000,0.792,0.005,0.203
900.000,0.772,0.003,0.225
920.000,0.765,0.002,0.233
940.000,0.749,0.002,0.250
960.000,0.718,0.001,0.282
980.000,0.671,0.000,0.330
1000.000,0.622,0.000,0.379
1020.000,0.584,0.000,0.418
1040.000,0.584,0.000,0.417
1060.000,0.608,0.000,0.393
1080.000,0.629,0.000,0.372
1100.000,0.638,0.000,0.363
1120.000,0.627,0.000,0.374
1140.000,0.596,0.000,0.405
1160.000,0.559,0.000,0.443
1180.000,0.492,0.000,0.510
1200.000,0.444,0.000,0.559
1220.000,0.376,0.000,0.627
1240.000,0.357,0.000,0.646
1260.000,0.347,0.000,0.656
1280.000,0.345,0.000,0.657
1300.000,0.353,0.000,0.650
1320.000,0.350,0.000,0.653
1340.000,0.356,0.000,0.647
1360.000,0.348,0.000,0.655
1380.000,0.329,0.000,0.674
1400.000,0.300,0.000,0.703
1420.000,0.165,0.000,0.839
1440.000,0.093,0.000,0.911
1460.000,0.058,0.000,0.945
1480.000,0.041,0.000,0.961
1500.000,0.037,0.000,0.964
1520.000,0.039,0.000,0.963
1540.000,0.042,0.000,0.959
1560.000,0.050,0.000,0.953
1580.000,0.057,0.000,0.946
1600.000,0.064,0.000,0.939
