Simulated Spectral Output From CRREL Snow RTM
File Created: Tue Jul 19 10:26:25 2022
Short Description: Coarse_Grain for depth 1.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 10.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:10.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:12Feb_UVD_Pit1_3_10redo.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.643,0.357,0.000
400.000,0.638,0.362,0.000
420.000,0.640,0.360,0.000
440.000,0.642,0.358,0.000
460.000,0.638,0.362,0.000
480.000,0.636,0.364,0.000
500.000,0.641,0.359,0.000
520.000,0.633,0.366,0.000
540.000,0.638,0.361,0.000
560.000,0.639,0.360,0.001
580.000,0.639,0.360,0.001
600.000,0.639,0.360,0.001
620.000,0.642,0.357,0.002
640.000,0.635,0.363,0.002
660.000,0.638,0.359,0.003
680.000,0.638,0.359,0.004
700.000,0.631,0.364,0.005
720.000,0.640,0.353,0.006
740.000,0.632,0.360,0.008
760.000,0.632,0.357,0.011
780.000,0.634,0.351,0.015
800.000,0.629,0.353,0.019
820.000,0.634,0.347,0.020
840.000,0.626,0.354,0.020
860.000,0.622,0.350,0.028
880.000,0.616,0.342,0.042
900.000,0.606,0.342,0.051
920.000,0.613,0.331,0.056
940.000,0.605,0.331,0.064
960.000,0.595,0.321,0.084
980.000,0.581,0.302,0.117
1000.000,0.554,0.289,0.158
1020.000,0.527,0.269,0.204
1040.000,0.531,0.263,0.206
1060.000,0.548,0.276,0.176
1080.000,0.553,0.289,0.159
1100.000,0.557,0.290,0.153
1120.000,0.552,0.289,0.159
1140.000,0.542,0.272,0.186
1160.000,0.518,0.248,0.234
1180.000,0.467,0.210,0.323
1200.000,0.434,0.170,0.395
1220.000,0.376,0.126,0.498
1240.000,0.351,0.108,0.540
1260.000,0.347,0.101,0.552
1280.000,0.343,0.104,0.554
1300.000,0.345,0.106,0.549
1320.000,0.348,0.107,0.545
1340.000,0.352,0.107,0.540
1360.000,0.345,0.103,0.552
1380.000,0.329,0.094,0.577
1400.000,0.298,0.073,0.629
1420.000,0.167,0.010,0.826
1440.000,0.093,0.001,0.909
1460.000,0.058,0.001,0.944
1480.000,0.039,0.000,0.963
1500.000,0.036,0.000,0.965
1520.000,0.038,0.000,0.963
1540.000,0.043,0.000,0.958
1560.000,0.049,0.001,0.952
1580.000,0.057,0.001,0.945
1600.000,0.065,0.001,0.937
