Simulated Spectral Output From CRREL Snow RTM
File Created: Tue Jul 19 10:47:50 2022
Short Description: Coarse_Grain for depth 4.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 40.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:40.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:12Feb_UVD_Pit1_3_10redo.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.869,0.131,0.000
400.000,0.873,0.127,0.000
420.000,0.869,0.131,0.000
440.000,0.869,0.131,0.000
460.000,0.870,0.130,0.000
480.000,0.875,0.125,0.000
500.000,0.869,0.130,0.001
520.000,0.868,0.131,0.001
540.000,0.868,0.130,0.002
560.000,0.870,0.127,0.002
580.000,0.870,0.127,0.004
600.000,0.868,0.127,0.005
620.000,0.868,0.125,0.007
640.000,0.864,0.127,0.009
660.000,0.868,0.120,0.012
680.000,0.862,0.123,0.015
700.000,0.859,0.121,0.020
720.000,0.852,0.121,0.027
740.000,0.855,0.114,0.031
760.000,0.847,0.111,0.042
780.000,0.835,0.106,0.059
800.000,0.825,0.103,0.072
820.000,0.826,0.100,0.075
840.000,0.827,0.096,0.077
860.000,0.811,0.088,0.101
880.000,0.779,0.077,0.144
900.000,0.765,0.070,0.166
920.000,0.757,0.066,0.177
940.000,0.744,0.061,0.196
960.000,0.716,0.049,0.235
980.000,0.674,0.033,0.293
1000.000,0.627,0.022,0.351
1020.000,0.584,0.014,0.402
1040.000,0.582,0.013,0.405
1060.000,0.608,0.019,0.374
1080.000,0.630,0.022,0.349
1100.000,0.632,0.024,0.344
1120.000,0.629,0.022,0.350
1140.000,0.601,0.016,0.383
1160.000,0.560,0.010,0.430
1180.000,0.495,0.004,0.503
1200.000,0.448,0.001,0.552
1220.000,0.382,0.000,0.620
1240.000,0.355,0.000,0.648
1260.000,0.348,0.000,0.655
1280.000,0.352,0.000,0.650
1300.000,0.351,0.000,0.652
1320.000,0.355,0.000,0.648
1340.000,0.354,0.000,0.649
1360.000,0.347,0.000,0.656
1380.000,0.332,0.000,0.671
1400.000,0.303,0.000,0.700
1420.000,0.169,0.000,0.835
1440.000,0.091,0.000,0.912
1460.000,0.060,0.000,0.943
1480.000,0.039,0.000,0.963
1500.000,0.037,0.000,0.965
1520.000,0.038,0.000,0.964
1540.000,0.044,0.000,0.958
1560.000,0.050,0.000,0.952
1580.000,0.057,0.000,0.946
1600.000,0.063,0.000,0.940
