Simulated Spectral Output From CRREL Snow RTM
File Created: Tue Jul 19 10:41:46 2022
Short Description: Coarse_Grain for depth 3.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 30.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:30.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:12Feb_UVD_Pit1_3_10redo.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.831,0.169,0.000
400.000,0.835,0.165,0.000
420.000,0.833,0.167,0.000
440.000,0.836,0.163,0.000
460.000,0.837,0.163,0.000
480.000,0.834,0.166,0.000
500.000,0.833,0.166,0.000
520.000,0.836,0.163,0.001
540.000,0.839,0.159,0.001
560.000,0.834,0.164,0.002
580.000,0.835,0.162,0.003
600.000,0.833,0.164,0.003
620.000,0.829,0.166,0.005
640.000,0.830,0.164,0.007
660.000,0.829,0.161,0.009
680.000,0.827,0.161,0.011
700.000,0.821,0.164,0.015
720.000,0.823,0.157,0.020
740.000,0.824,0.153,0.023
760.000,0.813,0.155,0.033
780.000,0.808,0.147,0.045
800.000,0.800,0.144,0.056
820.000,0.801,0.142,0.057
840.000,0.796,0.143,0.061
860.000,0.786,0.134,0.081
880.000,0.760,0.123,0.117
900.000,0.750,0.113,0.137
920.000,0.744,0.110,0.147
940.000,0.734,0.102,0.164
960.000,0.711,0.087,0.202
980.000,0.667,0.069,0.264
1000.000,0.623,0.051,0.325
1020.000,0.580,0.037,0.383
1040.000,0.574,0.038,0.388
1060.000,0.608,0.046,0.346
1080.000,0.624,0.052,0.324
1100.000,0.629,0.055,0.316
1120.000,0.628,0.051,0.321
1140.000,0.599,0.042,0.359
1160.000,0.558,0.029,0.413
1180.000,0.492,0.015,0.494
1200.000,0.440,0.008,0.554
1220.000,0.386,0.003,0.614
1240.000,0.359,0.001,0.642
1260.000,0.344,0.001,0.657
1280.000,0.344,0.001,0.657
1300.000,0.354,0.001,0.647
1320.000,0.349,0.001,0.652
1340.000,0.351,0.001,0.650
1360.000,0.349,0.001,0.652
1380.000,0.331,0.001,0.671
1400.000,0.297,0.000,0.706
1420.000,0.168,0.000,0.836
1440.000,0.092,0.000,0.912
1460.000,0.058,0.000,0.944
1480.000,0.040,0.000,0.962
1500.000,0.037,0.000,0.964
1520.000,0.040,0.000,0.962
1540.000,0.043,0.000,0.960
1560.000,0.050,0.000,0.952
1580.000,0.055,0.000,0.947
1600.000,0.062,0.000,0.941
