Simulated Spectral Output From CRREL Snow RTM
File Created: Tue Jul 19 11:56:21 2022
Short Description: Coarse_Grain for depth 20.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 200.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:200.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:12Feb_UVD_Pit1_3_10redo.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.969,0.031,0.000
400.000,0.972,0.028,0.000
420.000,0.971,0.028,0.000
440.000,0.972,0.028,0.000
460.000,0.969,0.030,0.001
480.000,0.970,0.028,0.002
500.000,0.969,0.028,0.003
520.000,0.967,0.028,0.005
540.000,0.966,0.026,0.008
560.000,0.962,0.026,0.012
580.000,0.958,0.025,0.017
600.000,0.958,0.021,0.021
620.000,0.950,0.021,0.029
640.000,0.947,0.016,0.037
660.000,0.938,0.015,0.047
680.000,0.933,0.013,0.054
700.000,0.925,0.011,0.065
720.000,0.911,0.008,0.081
740.000,0.905,0.006,0.088
760.000,0.888,0.004,0.108
780.000,0.867,0.003,0.130
800.000,0.855,0.001,0.144
820.000,0.853,0.001,0.146
840.000,0.849,0.001,0.151
860.000,0.826,0.000,0.174
880.000,0.790,0.000,0.211
900.000,0.774,0.000,0.227
920.000,0.766,0.000,0.235
940.000,0.753,0.000,0.248
960.000,0.717,0.000,0.284
980.000,0.670,0.000,0.331
1000.000,0.629,0.000,0.372
1020.000,0.585,0.000,0.417
1040.000,0.583,0.000,0.418
1060.000,0.607,0.000,0.394
1080.000,0.625,0.000,0.376
1100.000,0.636,0.000,0.365
1120.000,0.625,0.000,0.376
1140.000,0.597,0.000,0.405
1160.000,0.559,0.000,0.442
1180.000,0.489,0.000,0.513
1200.000,0.442,0.000,0.560
1220.000,0.379,0.000,0.624
1240.000,0.353,0.000,0.650
1260.000,0.341,0.000,0.662
1280.000,0.346,0.000,0.657
1300.000,0.353,0.000,0.650
1320.000,0.350,0.000,0.653
1340.000,0.353,0.000,0.650
1360.000,0.343,0.000,0.660
1380.000,0.332,0.000,0.671
1400.000,0.300,0.000,0.703
1420.000,0.169,0.000,0.835
1440.000,0.093,0.000,0.911
1460.000,0.057,0.000,0.945
1480.000,0.038,0.000,0.964
1500.000,0.035,0.000,0.967
1520.000,0.038,0.000,0.964
1540.000,0.044,0.000,0.958
1560.000,0.049,0.000,0.954
1580.000,0.054,0.000,0.948
1600.000,0.062,0.000,0.940
