Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 09:39:18 2022
Short Description: KEXT_MAX/Fice_mean for depth 4.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 40.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:40.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_mean.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.930,0.070,0.000
400.000,0.930,0.070,0.000
420.000,0.931,0.069,0.000
440.000,0.929,0.071,0.000
460.000,0.925,0.074,0.000
480.000,0.929,0.070,0.000
500.000,0.929,0.070,0.001
520.000,0.927,0.072,0.001
540.000,0.928,0.070,0.002
560.000,0.926,0.071,0.003
580.000,0.926,0.071,0.004
600.000,0.925,0.070,0.005
620.000,0.927,0.066,0.007
640.000,0.924,0.066,0.010
660.000,0.921,0.066,0.013
680.000,0.921,0.064,0.015
700.000,0.919,0.061,0.020
720.000,0.911,0.061,0.027
740.000,0.908,0.061,0.032
760.000,0.904,0.054,0.042
780.000,0.893,0.051,0.056
800.000,0.884,0.046,0.069
820.000,0.880,0.047,0.073
840.000,0.881,0.045,0.074
860.000,0.867,0.039,0.094
880.000,0.839,0.030,0.131
900.000,0.830,0.025,0.146
920.000,0.819,0.024,0.157
940.000,0.810,0.020,0.170
960.000,0.782,0.015,0.203
980.000,0.751,0.009,0.241
1000.000,0.711,0.004,0.286
1020.000,0.672,0.002,0.326
1040.000,0.669,0.002,0.330
1060.000,0.690,0.004,0.307
1080.000,0.710,0.004,0.286
1100.000,0.713,0.005,0.283
1120.000,0.708,0.004,0.287
1140.000,0.682,0.003,0.316
1160.000,0.647,0.001,0.352
1180.000,0.589,0.000,0.412
1200.000,0.543,0.000,0.459
1220.000,0.480,0.000,0.522
1240.000,0.455,0.000,0.548
1260.000,0.447,0.000,0.555
1280.000,0.449,0.000,0.553
1300.000,0.448,0.000,0.554
1320.000,0.450,0.000,0.552
1340.000,0.452,0.000,0.551
1360.000,0.441,0.000,0.561
1380.000,0.429,0.000,0.573
1400.000,0.397,0.000,0.605
1420.000,0.241,0.000,0.763
1440.000,0.140,0.000,0.864
1460.000,0.091,0.000,0.913
1480.000,0.065,0.000,0.938
1500.000,0.062,0.000,0.941
1520.000,0.065,0.000,0.938
1540.000,0.069,0.000,0.934
1560.000,0.081,0.000,0.923
1580.000,0.091,0.000,0.912
1600.000,0.101,0.000,0.903
