Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 10:40:29 2022
Short Description: KEXT_MAX/Fice_mean for depth 9.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 90.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:90.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_mean.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.968,0.032,0.000
400.000,0.968,0.032,0.000
420.000,0.967,0.033,0.000
440.000,0.966,0.034,0.000
460.000,0.968,0.032,0.000
480.000,0.964,0.035,0.001
500.000,0.965,0.034,0.001
520.000,0.966,0.031,0.002
540.000,0.966,0.030,0.004
560.000,0.963,0.031,0.006
580.000,0.962,0.030,0.008
600.000,0.961,0.029,0.010
620.000,0.957,0.028,0.015
640.000,0.954,0.025,0.020
660.000,0.949,0.025,0.026
680.000,0.948,0.023,0.029
700.000,0.939,0.022,0.039
720.000,0.935,0.018,0.047
740.000,0.928,0.017,0.055
760.000,0.917,0.013,0.071
780.000,0.902,0.009,0.089
800.000,0.892,0.007,0.102
820.000,0.892,0.006,0.102
840.000,0.888,0.006,0.106
860.000,0.870,0.004,0.126
880.000,0.846,0.002,0.152
900.000,0.830,0.001,0.170
920.000,0.820,0.001,0.180
940.000,0.808,0.001,0.192
960.000,0.782,0.000,0.218
980.000,0.751,0.000,0.250
1000.000,0.710,0.000,0.291
1020.000,0.678,0.000,0.323
1040.000,0.670,0.000,0.331
1060.000,0.692,0.000,0.309
1080.000,0.709,0.000,0.292
1100.000,0.719,0.000,0.282
1120.000,0.708,0.000,0.293
1140.000,0.690,0.000,0.311
1160.000,0.656,0.000,0.345
1180.000,0.594,0.000,0.407
1200.000,0.543,0.000,0.459
1220.000,0.484,0.000,0.517
1240.000,0.457,0.000,0.545
1260.000,0.448,0.000,0.554
1280.000,0.449,0.000,0.553
1300.000,0.453,0.000,0.549
1320.000,0.456,0.000,0.546
1340.000,0.458,0.000,0.544
1360.000,0.448,0.000,0.555
1380.000,0.431,0.000,0.572
1400.000,0.404,0.000,0.599
1420.000,0.243,0.000,0.761
1440.000,0.144,0.000,0.860
1460.000,0.091,0.000,0.913
1480.000,0.066,0.000,0.937
1500.000,0.060,0.000,0.943
1520.000,0.066,0.000,0.937
1540.000,0.074,0.000,0.929
1560.000,0.082,0.000,0.921
1580.000,0.090,0.000,0.913
1600.000,0.101,0.000,0.903
