Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 10:04:09 2022
Short Description: KEXT_MAX/Fice_mean for depth 6.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 60.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:60.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_mean.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.953,0.047,0.000
400.000,0.951,0.049,0.000
420.000,0.952,0.048,0.000
440.000,0.950,0.049,0.000
460.000,0.952,0.048,0.000
480.000,0.951,0.049,0.001
500.000,0.952,0.047,0.001
520.000,0.950,0.048,0.002
540.000,0.950,0.048,0.003
560.000,0.949,0.047,0.004
580.000,0.949,0.045,0.006
600.000,0.948,0.045,0.007
620.000,0.946,0.044,0.010
640.000,0.944,0.042,0.014
660.000,0.939,0.043,0.018
680.000,0.940,0.039,0.021
700.000,0.933,0.039,0.029
720.000,0.928,0.036,0.036
740.000,0.924,0.033,0.043
760.000,0.913,0.031,0.057
780.000,0.901,0.026,0.073
800.000,0.890,0.021,0.089
820.000,0.891,0.019,0.090
840.000,0.889,0.020,0.092
860.000,0.871,0.015,0.114
880.000,0.845,0.009,0.146
900.000,0.830,0.007,0.163
920.000,0.820,0.006,0.174
940.000,0.810,0.005,0.185
960.000,0.789,0.003,0.209
980.000,0.747,0.001,0.252
1000.000,0.716,0.000,0.285
1020.000,0.677,0.000,0.324
1040.000,0.672,0.000,0.329
1060.000,0.694,0.000,0.307
1080.000,0.714,0.000,0.286
1100.000,0.719,0.001,0.281
1120.000,0.711,0.000,0.289
1140.000,0.688,0.000,0.313
1160.000,0.651,0.000,0.350
1180.000,0.594,0.000,0.407
1200.000,0.548,0.000,0.454
1220.000,0.483,0.000,0.518
1240.000,0.457,0.000,0.545
1260.000,0.446,0.000,0.557
1280.000,0.450,0.000,0.552
1300.000,0.457,0.000,0.545
1320.000,0.458,0.000,0.544
1340.000,0.454,0.000,0.548
1360.000,0.451,0.000,0.551
1380.000,0.432,0.000,0.571
1400.000,0.403,0.000,0.600
1420.000,0.244,0.000,0.760
1440.000,0.141,0.000,0.863
1460.000,0.092,0.000,0.911
1480.000,0.063,0.000,0.939
1500.000,0.064,0.000,0.938
1520.000,0.065,0.000,0.938
1540.000,0.072,0.000,0.931
1560.000,0.080,0.000,0.923
1580.000,0.090,0.000,0.913
1600.000,0.101,0.000,0.903
