Simulated Spectral Output From CRREL Snow RTM
File Created: Tue Jul 19 11:12:18 2022
Short Description: Fine_Grain for depth 16.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 160.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:160.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Pit1_6_1.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.979,0.021,0.000
400.000,0.980,0.020,0.000
420.000,0.979,0.021,0.000
440.000,0.980,0.019,0.000
460.000,0.980,0.019,0.001
480.000,0.979,0.020,0.001
500.000,0.978,0.019,0.002
520.000,0.975,0.020,0.004
540.000,0.975,0.018,0.007
560.000,0.972,0.017,0.010
580.000,0.969,0.017,0.014
600.000,0.968,0.015,0.018
620.000,0.963,0.013,0.024
640.000,0.957,0.011,0.032
660.000,0.953,0.009,0.038
680.000,0.949,0.007,0.044
700.000,0.940,0.006,0.054
720.000,0.933,0.004,0.063
740.000,0.928,0.003,0.069
760.000,0.914,0.002,0.084
780.000,0.898,0.001,0.101
800.000,0.886,0.001,0.113
820.000,0.885,0.000,0.115
840.000,0.882,0.000,0.118
860.000,0.860,0.000,0.140
880.000,0.836,0.000,0.164
900.000,0.819,0.000,0.182
920.000,0.814,0.000,0.187
940.000,0.799,0.000,0.201
960.000,0.772,0.000,0.229
980.000,0.736,0.000,0.265
1000.000,0.694,0.000,0.307
1020.000,0.654,0.000,0.347
1040.000,0.652,0.000,0.350
1060.000,0.677,0.000,0.324
1080.000,0.697,0.000,0.304
1100.000,0.702,0.000,0.299
1120.000,0.690,0.000,0.311
1140.000,0.668,0.000,0.334
1160.000,0.631,0.000,0.371
1180.000,0.574,0.000,0.427
1200.000,0.523,0.000,0.478
1220.000,0.462,0.000,0.540
1240.000,0.436,0.000,0.566
1260.000,0.422,0.000,0.580
1280.000,0.425,0.000,0.577
1300.000,0.431,0.000,0.572
1320.000,0.430,0.000,0.572
1340.000,0.433,0.000,0.569
1360.000,0.427,0.000,0.575
1380.000,0.407,0.000,0.596
1400.000,0.374,0.000,0.628
1420.000,0.227,0.000,0.776
1440.000,0.132,0.000,0.872
1460.000,0.086,0.000,0.917
1480.000,0.060,0.000,0.943
1500.000,0.056,0.000,0.947
1520.000,0.058,0.000,0.945
1540.000,0.065,0.000,0.938
1560.000,0.075,0.000,0.928
1580.000,0.083,0.000,0.920
1600.000,0.096,0.000,0.907
