Simulated Spectral Output From CRREL Snow RTM
File Created: Tue Jul 19 10:27:12 2022
Short Description: Fine_Grain for depth 2.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 20.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:20.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Pit1_6_1.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.860,0.140,0.000
400.000,0.860,0.140,0.000
420.000,0.857,0.143,0.000
440.000,0.861,0.139,0.000
460.000,0.856,0.144,0.000
480.000,0.860,0.140,0.000
500.000,0.858,0.142,0.000
520.000,0.859,0.141,0.001
540.000,0.856,0.143,0.001
560.000,0.857,0.141,0.001
580.000,0.853,0.145,0.002
600.000,0.857,0.140,0.003
620.000,0.857,0.139,0.004
640.000,0.853,0.142,0.005
660.000,0.854,0.139,0.007
680.000,0.852,0.139,0.008
700.000,0.851,0.138,0.011
720.000,0.848,0.137,0.014
740.000,0.849,0.134,0.017
760.000,0.847,0.130,0.024
780.000,0.838,0.128,0.033
800.000,0.832,0.126,0.042
820.000,0.829,0.127,0.044
840.000,0.833,0.122,0.044
860.000,0.822,0.117,0.061
880.000,0.807,0.107,0.086
900.000,0.794,0.103,0.103
920.000,0.786,0.099,0.115
940.000,0.780,0.094,0.126
960.000,0.757,0.084,0.158
980.000,0.727,0.066,0.206
1000.000,0.690,0.052,0.258
1020.000,0.653,0.038,0.308
1040.000,0.654,0.037,0.309
1060.000,0.672,0.046,0.282
1080.000,0.688,0.053,0.258
1100.000,0.695,0.054,0.252
1120.000,0.691,0.051,0.258
1140.000,0.666,0.044,0.290
1160.000,0.628,0.032,0.340
1180.000,0.570,0.017,0.413
1200.000,0.523,0.010,0.468
1220.000,0.462,0.004,0.536
1240.000,0.432,0.002,0.567
1260.000,0.426,0.002,0.574
1280.000,0.427,0.002,0.573
1300.000,0.431,0.002,0.568
1320.000,0.432,0.002,0.567
1340.000,0.433,0.002,0.566
1360.000,0.422,0.002,0.578
1380.000,0.413,0.002,0.588
1400.000,0.377,0.001,0.624
1420.000,0.229,0.000,0.774
1440.000,0.130,0.000,0.874
1460.000,0.085,0.000,0.918
1480.000,0.058,0.000,0.944
1500.000,0.055,0.000,0.947
1520.000,0.057,0.000,0.946
1540.000,0.066,0.000,0.937
1560.000,0.074,0.000,0.929
1580.000,0.080,0.000,0.923
1600.000,0.092,0.000,0.911
