Simulated Spectral Output From CRREL Snow RTM
File Created: Tue Jul 19 10:22:22 2022
Short Description: Fine_Grain for depth 1.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 10.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:10.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Pit1_6_1.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.757,0.243,0.000
400.000,0.752,0.248,0.000
420.000,0.752,0.248,0.000
440.000,0.752,0.248,0.000
460.000,0.757,0.243,0.000
480.000,0.749,0.251,0.000
500.000,0.754,0.245,0.000
520.000,0.752,0.248,0.000
540.000,0.749,0.251,0.000
560.000,0.748,0.251,0.001
580.000,0.748,0.251,0.001
600.000,0.754,0.245,0.001
620.000,0.751,0.247,0.002
640.000,0.752,0.246,0.002
660.000,0.752,0.245,0.003
680.000,0.750,0.246,0.004
700.000,0.747,0.247,0.005
720.000,0.748,0.245,0.007
740.000,0.747,0.244,0.009
760.000,0.747,0.241,0.012
780.000,0.740,0.243,0.017
800.000,0.735,0.243,0.022
820.000,0.735,0.242,0.022
840.000,0.737,0.240,0.023
860.000,0.732,0.236,0.032
880.000,0.723,0.230,0.047
900.000,0.720,0.224,0.057
920.000,0.722,0.216,0.062
940.000,0.718,0.213,0.070
960.000,0.699,0.208,0.092
980.000,0.673,0.199,0.128
1000.000,0.657,0.174,0.170
1020.000,0.630,0.154,0.216
1040.000,0.628,0.155,0.217
1060.000,0.645,0.167,0.188
1080.000,0.659,0.173,0.168
1100.000,0.660,0.177,0.163
1120.000,0.654,0.175,0.171
1140.000,0.634,0.165,0.201
1160.000,0.611,0.144,0.245
1180.000,0.555,0.114,0.331
1200.000,0.519,0.085,0.396
1220.000,0.460,0.055,0.485
1240.000,0.439,0.045,0.517
1260.000,0.422,0.043,0.536
1280.000,0.423,0.042,0.535
1300.000,0.427,0.045,0.529
1320.000,0.425,0.046,0.529
1340.000,0.425,0.046,0.529
1360.000,0.425,0.043,0.533
1380.000,0.404,0.037,0.560
1400.000,0.374,0.027,0.600
1420.000,0.225,0.002,0.777
1440.000,0.131,0.000,0.873
1460.000,0.086,0.000,0.917
1480.000,0.058,0.000,0.945
1500.000,0.055,0.000,0.948
1520.000,0.057,0.000,0.945
1540.000,0.063,0.000,0.939
1560.000,0.073,0.000,0.929
1580.000,0.081,0.000,0.922
1600.000,0.087,0.000,0.916
