Simulated Spectral Output From CRREL Snow RTM
File Created: Tue Jul 19 11:03:38 2022
Short Description: Fine_Grain for depth 13.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 130.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:130.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Pit1_6_1.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.976,0.024,0.000
400.000,0.975,0.025,0.000
420.000,0.975,0.025,0.000
440.000,0.976,0.024,0.000
460.000,0.975,0.025,0.001
480.000,0.975,0.024,0.001
500.000,0.976,0.022,0.002
520.000,0.975,0.022,0.004
540.000,0.973,0.021,0.005
560.000,0.970,0.022,0.008
580.000,0.966,0.022,0.012
600.000,0.966,0.019,0.015
620.000,0.960,0.018,0.021
640.000,0.957,0.016,0.027
660.000,0.952,0.014,0.034
680.000,0.945,0.013,0.041
700.000,0.941,0.010,0.048
720.000,0.933,0.008,0.059
740.000,0.925,0.007,0.068
760.000,0.916,0.004,0.080
780.000,0.898,0.003,0.099
800.000,0.889,0.002,0.109
820.000,0.887,0.001,0.112
840.000,0.886,0.001,0.113
860.000,0.864,0.001,0.136
880.000,0.835,0.000,0.166
900.000,0.821,0.000,0.180
920.000,0.812,0.000,0.188
940.000,0.801,0.000,0.199
960.000,0.774,0.000,0.226
980.000,0.737,0.000,0.264
1000.000,0.696,0.000,0.305
1020.000,0.659,0.000,0.342
1040.000,0.654,0.000,0.347
1060.000,0.679,0.000,0.322
1080.000,0.697,0.000,0.304
1100.000,0.703,0.000,0.298
1120.000,0.697,0.000,0.304
1140.000,0.668,0.000,0.333
1160.000,0.634,0.000,0.367
1180.000,0.579,0.000,0.423
1200.000,0.532,0.000,0.469
1220.000,0.466,0.000,0.536
1240.000,0.440,0.000,0.562
1260.000,0.426,0.000,0.576
1280.000,0.431,0.000,0.571
1300.000,0.433,0.000,0.569
1320.000,0.433,0.000,0.569
1340.000,0.434,0.000,0.568
1360.000,0.431,0.000,0.571
1380.000,0.419,0.000,0.583
1400.000,0.380,0.000,0.623
1420.000,0.231,0.000,0.773
1440.000,0.136,0.000,0.868
1460.000,0.088,0.000,0.915
1480.000,0.060,0.000,0.943
1500.000,0.057,0.000,0.945
1520.000,0.061,0.000,0.942
1540.000,0.065,0.000,0.938
1560.000,0.073,0.000,0.929
1580.000,0.084,0.000,0.919
1600.000,0.092,0.000,0.911
