Simulated Spectral Output From CRREL Snow RTM
File Created: Tue Jul 19 10:52:57 2022
Short Description: Fine_Grain for depth 9.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 90.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:90.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Pit1_6_1.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.965,0.035,0.000
400.000,0.963,0.036,0.000
420.000,0.963,0.037,0.000
440.000,0.964,0.036,0.000
460.000,0.964,0.035,0.000
480.000,0.964,0.035,0.001
500.000,0.963,0.036,0.001
520.000,0.961,0.036,0.003
540.000,0.961,0.035,0.004
560.000,0.959,0.035,0.006
580.000,0.958,0.034,0.009
600.000,0.956,0.033,0.011
620.000,0.956,0.029,0.015
640.000,0.950,0.029,0.022
660.000,0.948,0.026,0.026
680.000,0.942,0.026,0.032
700.000,0.935,0.024,0.041
720.000,0.928,0.020,0.052
740.000,0.920,0.019,0.060
760.000,0.911,0.015,0.075
780.000,0.895,0.011,0.094
800.000,0.885,0.008,0.107
820.000,0.882,0.008,0.110
840.000,0.880,0.007,0.113
860.000,0.862,0.005,0.133
880.000,0.832,0.002,0.166
900.000,0.819,0.001,0.180
920.000,0.811,0.001,0.188
940.000,0.797,0.001,0.202
960.000,0.772,0.000,0.228
980.000,0.733,0.000,0.268
1000.000,0.692,0.000,0.309
1020.000,0.652,0.000,0.349
1040.000,0.653,0.000,0.348
1060.000,0.676,0.000,0.325
1080.000,0.693,0.000,0.308
1100.000,0.698,0.000,0.302
1120.000,0.696,0.000,0.305
1140.000,0.668,0.000,0.334
1160.000,0.631,0.000,0.370
1180.000,0.569,0.000,0.432
1200.000,0.522,0.000,0.480
1220.000,0.459,0.000,0.543
1240.000,0.436,0.000,0.566
1260.000,0.427,0.000,0.575
1280.000,0.427,0.000,0.576
1300.000,0.426,0.000,0.576
1320.000,0.432,0.000,0.570
1340.000,0.430,0.000,0.572
1360.000,0.419,0.000,0.583
1380.000,0.409,0.000,0.593
1400.000,0.377,0.000,0.625
1420.000,0.224,0.000,0.780
1440.000,0.131,0.000,0.873
1460.000,0.083,0.000,0.920
1480.000,0.057,0.000,0.945
1500.000,0.055,0.000,0.947
1520.000,0.056,0.000,0.946
1540.000,0.063,0.000,0.939
1560.000,0.074,0.000,0.929
1580.000,0.082,0.000,0.921
1600.000,0.091,0.000,0.913
