Simulated Spectral Output From CRREL Snow RTM
File Created: Tue Jul 19 10:35:22 2022
Short Description: Fine_Grain for depth 4.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 40.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:40.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Pit1_6_1.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.926,0.074,0.000
400.000,0.926,0.074,0.000
420.000,0.925,0.075,0.000
440.000,0.925,0.075,0.000
460.000,0.926,0.074,0.000
480.000,0.926,0.074,0.000
500.000,0.924,0.075,0.001
520.000,0.925,0.074,0.001
540.000,0.927,0.071,0.002
560.000,0.921,0.076,0.003
580.000,0.923,0.073,0.004
600.000,0.923,0.072,0.005
620.000,0.919,0.074,0.007
640.000,0.918,0.072,0.010
660.000,0.919,0.068,0.013
680.000,0.913,0.071,0.016
700.000,0.908,0.070,0.022
720.000,0.909,0.063,0.028
740.000,0.904,0.064,0.032
760.000,0.897,0.059,0.044
780.000,0.887,0.054,0.059
800.000,0.877,0.051,0.073
820.000,0.875,0.049,0.076
840.000,0.872,0.049,0.078
860.000,0.858,0.041,0.100
880.000,0.834,0.031,0.134
900.000,0.819,0.027,0.154
920.000,0.811,0.024,0.164
940.000,0.798,0.022,0.180
960.000,0.773,0.016,0.211
980.000,0.734,0.009,0.258
1000.000,0.699,0.005,0.297
1020.000,0.661,0.002,0.337
1040.000,0.650,0.002,0.348
1060.000,0.679,0.004,0.317
1080.000,0.696,0.005,0.299
1100.000,0.705,0.005,0.290
1120.000,0.698,0.005,0.298
1140.000,0.670,0.003,0.328
1160.000,0.635,0.001,0.364
1180.000,0.576,0.000,0.425
1200.000,0.528,0.000,0.473
1220.000,0.467,0.000,0.535
1240.000,0.439,0.000,0.563
1260.000,0.433,0.000,0.569
1280.000,0.433,0.000,0.569
1300.000,0.438,0.000,0.564
1320.000,0.437,0.000,0.565
1340.000,0.441,0.000,0.561
1360.000,0.429,0.000,0.573
1380.000,0.416,0.000,0.586
1400.000,0.385,0.000,0.618
1420.000,0.234,0.000,0.769
1440.000,0.135,0.000,0.868
1460.000,0.087,0.000,0.916
1480.000,0.060,0.000,0.942
1500.000,0.058,0.000,0.944
1520.000,0.059,0.000,0.943
1540.000,0.066,0.000,0.936
1560.000,0.073,0.000,0.930
1580.000,0.084,0.000,0.919
1600.000,0.096,0.000,0.907
