Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:44:37 2022
Short Description: KEXT_MAX/Fice_max for depth 1.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 10.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:10.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_max.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.771,0.229,0.000
400.000,0.769,0.231,0.000
420.000,0.764,0.236,0.000
440.000,0.773,0.227,0.000
460.000,0.770,0.230,0.000
480.000,0.767,0.233,0.000
500.000,0.768,0.232,0.000
520.000,0.769,0.231,0.000
540.000,0.770,0.229,0.001
560.000,0.769,0.230,0.001
580.000,0.770,0.229,0.001
600.000,0.768,0.230,0.002
620.000,0.769,0.228,0.003
640.000,0.771,0.225,0.004
660.000,0.762,0.233,0.005
680.000,0.767,0.227,0.006
700.000,0.763,0.229,0.008
720.000,0.764,0.225,0.011
740.000,0.762,0.226,0.013
760.000,0.757,0.225,0.018
780.000,0.751,0.224,0.025
800.000,0.753,0.216,0.031
820.000,0.748,0.219,0.033
840.000,0.749,0.217,0.034
860.000,0.743,0.211,0.046
880.000,0.731,0.200,0.068
900.000,0.722,0.195,0.083
920.000,0.716,0.193,0.091
940.000,0.713,0.186,0.101
960.000,0.694,0.175,0.131
980.000,0.667,0.155,0.177
1000.000,0.635,0.134,0.231
1020.000,0.597,0.115,0.289
1040.000,0.596,0.113,0.291
1060.000,0.620,0.124,0.255
1080.000,0.638,0.132,0.230
1100.000,0.638,0.137,0.225
1120.000,0.634,0.133,0.232
1140.000,0.611,0.122,0.267
1160.000,0.577,0.101,0.322
1180.000,0.514,0.072,0.414
1200.000,0.475,0.048,0.477
1220.000,0.406,0.026,0.568
1240.000,0.382,0.020,0.599
1260.000,0.373,0.018,0.610
1280.000,0.377,0.018,0.606
1300.000,0.382,0.019,0.600
1320.000,0.381,0.020,0.600
1340.000,0.380,0.020,0.601
1360.000,0.379,0.017,0.605
1380.000,0.359,0.015,0.627
1400.000,0.327,0.009,0.666
1420.000,0.188,0.000,0.816
1440.000,0.103,0.000,0.901
1460.000,0.068,0.000,0.935
1480.000,0.046,0.000,0.956
1500.000,0.042,0.000,0.960
1520.000,0.045,0.000,0.957
1540.000,0.048,0.000,0.954
1560.000,0.056,0.000,0.947
1580.000,0.063,0.000,0.940
1600.000,0.072,0.000,0.931
