Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 09:06:39 2022
Short Description: KEXT_MAX/Fice_max for depth 3.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 30.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:30.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_max.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.909,0.091,0.000
400.000,0.910,0.090,0.000
420.000,0.909,0.091,0.000
440.000,0.907,0.093,0.000
460.000,0.911,0.089,0.000
480.000,0.906,0.094,0.000
500.000,0.907,0.092,0.001
520.000,0.905,0.094,0.001
540.000,0.904,0.094,0.002
560.000,0.904,0.093,0.003
580.000,0.905,0.091,0.004
600.000,0.903,0.091,0.006
620.000,0.902,0.089,0.008
640.000,0.900,0.088,0.011
660.000,0.897,0.088,0.015
680.000,0.898,0.084,0.018
700.000,0.891,0.084,0.024
720.000,0.891,0.078,0.031
740.000,0.884,0.079,0.037
760.000,0.874,0.075,0.051
780.000,0.863,0.068,0.068
800.000,0.855,0.062,0.082
820.000,0.854,0.060,0.086
840.000,0.850,0.061,0.088
860.000,0.832,0.054,0.114
880.000,0.807,0.040,0.153
900.000,0.784,0.036,0.180
920.000,0.783,0.030,0.186
940.000,0.768,0.029,0.204
960.000,0.736,0.022,0.242
980.000,0.695,0.012,0.293
1000.000,0.650,0.007,0.343
1020.000,0.612,0.003,0.385
1040.000,0.608,0.003,0.390
1060.000,0.634,0.005,0.361
1080.000,0.653,0.007,0.340
1100.000,0.658,0.007,0.335
1120.000,0.652,0.007,0.342
1140.000,0.626,0.004,0.370
1160.000,0.586,0.002,0.413
1180.000,0.520,0.001,0.481
1200.000,0.471,0.000,0.531
1220.000,0.410,0.000,0.592
1240.000,0.387,0.000,0.616
1260.000,0.373,0.000,0.629
1280.000,0.375,0.000,0.628
1300.000,0.379,0.000,0.623
1320.000,0.377,0.000,0.625
1340.000,0.382,0.000,0.620
1360.000,0.374,0.000,0.629
1380.000,0.361,0.000,0.641
1400.000,0.328,0.000,0.675
1420.000,0.190,0.000,0.813
1440.000,0.105,0.000,0.899
1460.000,0.068,0.000,0.935
1480.000,0.047,0.000,0.956
1500.000,0.042,0.000,0.960
1520.000,0.046,0.000,0.956
1540.000,0.050,0.000,0.952
1560.000,0.058,0.000,0.945
1580.000,0.062,0.000,0.940
1600.000,0.072,0.000,0.931
