Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 10:09:40 2022
Short Description: KEXT_MAX/Fice_max for depth 11.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 110.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:110.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_max.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.972,0.028,0.000
400.000,0.975,0.025,0.000
420.000,0.975,0.025,0.000
440.000,0.972,0.028,0.000
460.000,0.973,0.026,0.001
480.000,0.973,0.025,0.001
500.000,0.971,0.026,0.003
520.000,0.971,0.025,0.005
540.000,0.968,0.025,0.007
560.000,0.966,0.024,0.010
580.000,0.963,0.022,0.014
600.000,0.959,0.022,0.019
620.000,0.954,0.020,0.026
640.000,0.950,0.017,0.034
660.000,0.944,0.014,0.042
680.000,0.939,0.013,0.048
700.000,0.930,0.010,0.060
720.000,0.920,0.007,0.072
740.000,0.914,0.007,0.080
760.000,0.899,0.004,0.097
780.000,0.880,0.002,0.118
800.000,0.869,0.001,0.130
820.000,0.866,0.001,0.133
840.000,0.865,0.001,0.134
860.000,0.841,0.001,0.159
880.000,0.811,0.000,0.189
900.000,0.793,0.000,0.208
920.000,0.781,0.000,0.219
940.000,0.769,0.000,0.232
960.000,0.739,0.000,0.262
980.000,0.691,0.000,0.310
1000.000,0.657,0.000,0.344
1020.000,0.607,0.000,0.394
1040.000,0.608,0.000,0.394
1060.000,0.633,0.000,0.368
1080.000,0.654,0.000,0.347
1100.000,0.663,0.000,0.338
1120.000,0.654,0.000,0.347
1140.000,0.628,0.000,0.373
1160.000,0.588,0.000,0.413
1180.000,0.524,0.000,0.478
1200.000,0.469,0.000,0.533
1220.000,0.411,0.000,0.592
1240.000,0.385,0.000,0.617
1260.000,0.375,0.000,0.628
1280.000,0.379,0.000,0.624
1300.000,0.383,0.000,0.619
1320.000,0.382,0.000,0.621
1340.000,0.383,0.000,0.619
1360.000,0.378,0.000,0.624
1380.000,0.364,0.000,0.639
1400.000,0.329,0.000,0.674
1420.000,0.188,0.000,0.816
1440.000,0.104,0.000,0.899
1460.000,0.067,0.000,0.936
1480.000,0.047,0.000,0.955
1500.000,0.043,0.000,0.959
1520.000,0.044,0.000,0.958
1540.000,0.049,0.000,0.954
1560.000,0.057,0.000,0.945
1580.000,0.065,0.000,0.938
1600.000,0.073,0.000,0.930
