Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:38:02 2022
Short Description: KEXT_MAX/Fice_max for depth 0.5 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 5.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:5.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_max.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.635,0.365,0.000
400.000,0.630,0.370,0.000
420.000,0.636,0.364,0.000
440.000,0.635,0.365,0.000
460.000,0.634,0.366,0.000
480.000,0.634,0.366,0.000
500.000,0.638,0.362,0.000
520.000,0.634,0.366,0.000
540.000,0.635,0.365,0.000
560.000,0.636,0.363,0.001
580.000,0.634,0.365,0.001
600.000,0.633,0.366,0.001
620.000,0.634,0.364,0.001
640.000,0.636,0.362,0.002
660.000,0.632,0.366,0.002
680.000,0.634,0.363,0.003
700.000,0.636,0.360,0.004
720.000,0.630,0.364,0.005
740.000,0.629,0.365,0.006
760.000,0.631,0.360,0.009
780.000,0.630,0.358,0.012
800.000,0.628,0.356,0.016
820.000,0.631,0.352,0.016
840.000,0.628,0.355,0.017
860.000,0.622,0.356,0.023
880.000,0.613,0.352,0.035
900.000,0.619,0.339,0.042
920.000,0.618,0.335,0.046
940.000,0.607,0.341,0.053
960.000,0.603,0.328,0.069
980.000,0.585,0.317,0.098
1000.000,0.568,0.299,0.133
1020.000,0.546,0.280,0.173
1040.000,0.547,0.277,0.176
1060.000,0.559,0.292,0.149
1080.000,0.571,0.296,0.133
1100.000,0.567,0.305,0.128
1120.000,0.564,0.302,0.133
1140.000,0.547,0.295,0.158
1160.000,0.532,0.270,0.198
1180.000,0.490,0.231,0.279
1200.000,0.453,0.197,0.351
1220.000,0.396,0.156,0.449
1240.000,0.381,0.132,0.487
1260.000,0.368,0.126,0.506
1280.000,0.372,0.127,0.501
1300.000,0.370,0.132,0.497
1320.000,0.373,0.134,0.493
1340.000,0.375,0.131,0.495
1360.000,0.368,0.127,0.505
1380.000,0.362,0.115,0.524
1400.000,0.328,0.092,0.580
1420.000,0.190,0.016,0.797
1440.000,0.103,0.002,0.898
1460.000,0.065,0.001,0.937
1480.000,0.047,0.001,0.955
1500.000,0.043,0.001,0.959
1520.000,0.046,0.001,0.955
1540.000,0.051,0.001,0.951
1560.000,0.057,0.001,0.945
1580.000,0.062,0.001,0.940
1600.000,0.072,0.001,0.930
