Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 09:24:53 2022
Short Description: KEXT_MAX/Fice_max for depth 5.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 50.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:50.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_max.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.944,0.056,0.000
400.000,0.941,0.059,0.000
420.000,0.945,0.055,0.000
440.000,0.940,0.059,0.000
460.000,0.944,0.056,0.000
480.000,0.941,0.058,0.001
500.000,0.941,0.058,0.001
520.000,0.943,0.055,0.002
540.000,0.939,0.058,0.003
560.000,0.938,0.057,0.005
580.000,0.935,0.058,0.007
600.000,0.936,0.055,0.010
620.000,0.934,0.053,0.014
640.000,0.932,0.050,0.018
660.000,0.927,0.050,0.023
680.000,0.922,0.049,0.029
700.000,0.919,0.044,0.037
720.000,0.910,0.042,0.048
740.000,0.907,0.038,0.054
760.000,0.896,0.033,0.072
780.000,0.879,0.029,0.092
800.000,0.865,0.024,0.111
820.000,0.865,0.022,0.113
840.000,0.860,0.022,0.118
860.000,0.839,0.017,0.144
880.000,0.808,0.010,0.182
900.000,0.790,0.007,0.203
920.000,0.781,0.006,0.214
940.000,0.765,0.005,0.230
960.000,0.736,0.003,0.262
980.000,0.700,0.001,0.300
1000.000,0.656,0.000,0.344
1020.000,0.614,0.000,0.387
1040.000,0.608,0.000,0.393
1060.000,0.639,0.000,0.362
1080.000,0.652,0.000,0.349
1100.000,0.655,0.000,0.345
1120.000,0.652,0.000,0.348
1140.000,0.631,0.000,0.370
1160.000,0.589,0.000,0.412
1180.000,0.524,0.000,0.478
1200.000,0.471,0.000,0.531
1220.000,0.407,0.000,0.595
1240.000,0.384,0.000,0.618
1260.000,0.371,0.000,0.632
1280.000,0.377,0.000,0.626
1300.000,0.378,0.000,0.624
1320.000,0.382,0.000,0.620
1340.000,0.380,0.000,0.623
1360.000,0.371,0.000,0.631
1380.000,0.365,0.000,0.638
1400.000,0.328,0.000,0.675
1420.000,0.185,0.000,0.818
1440.000,0.105,0.000,0.899
1460.000,0.065,0.000,0.938
1480.000,0.044,0.000,0.958
1500.000,0.044,0.000,0.959
1520.000,0.045,0.000,0.957
1540.000,0.050,0.000,0.952
1560.000,0.057,0.000,0.946
1580.000,0.066,0.000,0.937
1600.000,0.071,0.000,0.932
