Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 09:16:02 2022
Short Description: KEXT_MAX/Fice_max for depth 4.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 40.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:40.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_max.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.930,0.069,0.000
400.000,0.931,0.069,0.000
420.000,0.928,0.072,0.000
440.000,0.931,0.069,0.000
460.000,0.930,0.070,0.000
480.000,0.929,0.071,0.001
500.000,0.931,0.068,0.001
520.000,0.928,0.070,0.002
540.000,0.928,0.069,0.003
560.000,0.931,0.065,0.004
580.000,0.925,0.069,0.006
600.000,0.925,0.067,0.008
620.000,0.922,0.067,0.011
640.000,0.923,0.062,0.014
660.000,0.916,0.064,0.020
680.000,0.916,0.061,0.023
700.000,0.909,0.060,0.031
720.000,0.903,0.057,0.040
740.000,0.898,0.055,0.047
760.000,0.890,0.048,0.062
780.000,0.876,0.043,0.081
800.000,0.863,0.037,0.100
820.000,0.861,0.036,0.102
840.000,0.857,0.037,0.106
860.000,0.842,0.029,0.130
880.000,0.809,0.020,0.171
900.000,0.789,0.016,0.196
920.000,0.781,0.014,0.205
940.000,0.765,0.012,0.223
960.000,0.741,0.007,0.252
980.000,0.698,0.004,0.299
1000.000,0.655,0.002,0.344
1020.000,0.614,0.001,0.386
1040.000,0.608,0.001,0.392
1060.000,0.640,0.001,0.360
1080.000,0.657,0.001,0.342
1100.000,0.661,0.002,0.338
1120.000,0.655,0.002,0.344
1140.000,0.629,0.001,0.371
1160.000,0.587,0.000,0.414
1180.000,0.523,0.000,0.479
1200.000,0.467,0.000,0.535
1220.000,0.407,0.000,0.595
1240.000,0.385,0.000,0.618
1260.000,0.377,0.000,0.626
1280.000,0.374,0.000,0.629
1300.000,0.388,0.000,0.615
1320.000,0.383,0.000,0.620
1340.000,0.382,0.000,0.620
1360.000,0.373,0.000,0.629
1380.000,0.363,0.000,0.640
1400.000,0.335,0.000,0.668
1420.000,0.187,0.000,0.817
1440.000,0.106,0.000,0.898
1460.000,0.068,0.000,0.935
1480.000,0.046,0.000,0.956
1500.000,0.044,0.000,0.958
1520.000,0.046,0.000,0.956
1540.000,0.051,0.000,0.952
1560.000,0.059,0.000,0.944
1580.000,0.064,0.000,0.939
1600.000,0.073,0.000,0.930
