Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 09:47:21 2022
Short Description: KEXT_MAX/Fice_max for depth 7.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 70.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:70.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_max.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.960,0.040,0.000
400.000,0.958,0.042,0.000
420.000,0.958,0.042,0.000
440.000,0.958,0.042,0.000
460.000,0.959,0.040,0.000
480.000,0.959,0.040,0.001
500.000,0.956,0.042,0.002
520.000,0.954,0.043,0.003
540.000,0.956,0.039,0.005
560.000,0.955,0.038,0.007
580.000,0.954,0.037,0.010
600.000,0.952,0.036,0.013
620.000,0.943,0.038,0.019
640.000,0.942,0.033,0.025
660.000,0.937,0.032,0.031
680.000,0.937,0.028,0.036
700.000,0.928,0.026,0.046
720.000,0.919,0.022,0.059
740.000,0.912,0.020,0.068
760.000,0.897,0.017,0.086
780.000,0.883,0.012,0.106
800.000,0.865,0.009,0.126
820.000,0.867,0.008,0.125
840.000,0.863,0.008,0.129
860.000,0.842,0.005,0.154
880.000,0.808,0.002,0.190
900.000,0.793,0.001,0.206
920.000,0.784,0.001,0.215
940.000,0.772,0.001,0.228
960.000,0.741,0.000,0.259
980.000,0.699,0.000,0.302
1000.000,0.651,0.000,0.351
1020.000,0.616,0.000,0.385
1040.000,0.614,0.000,0.387
1060.000,0.639,0.000,0.362
1080.000,0.653,0.000,0.348
1100.000,0.659,0.000,0.342
1120.000,0.656,0.000,0.345
1140.000,0.631,0.000,0.370
1160.000,0.592,0.000,0.410
1180.000,0.524,0.000,0.477
1200.000,0.472,0.000,0.530
1220.000,0.413,0.000,0.590
1240.000,0.386,0.000,0.616
1260.000,0.381,0.000,0.622
1280.000,0.377,0.000,0.626
1300.000,0.388,0.000,0.614
1320.000,0.386,0.000,0.617
1340.000,0.387,0.000,0.616
1360.000,0.378,0.000,0.624
1380.000,0.368,0.000,0.635
1400.000,0.330,0.000,0.672
1420.000,0.191,0.000,0.813
1440.000,0.107,0.000,0.897
1460.000,0.070,0.000,0.933
1480.000,0.044,0.000,0.958
1500.000,0.042,0.000,0.960
1520.000,0.046,0.000,0.956
1540.000,0.052,0.000,0.950
1560.000,0.056,0.000,0.946
1580.000,0.065,0.000,0.938
1600.000,0.074,0.000,0.929
