Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:49:03 2022
Short Description: KEXT_MIN/Fice_max for depth 3.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 30.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:30.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_max_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.752,0.248,0.000
400.000,0.749,0.251,0.000
420.000,0.753,0.247,0.000
440.000,0.759,0.241,0.000
460.000,0.749,0.251,0.000
480.000,0.751,0.248,0.000
500.000,0.752,0.247,0.001
520.000,0.750,0.249,0.001
540.000,0.746,0.252,0.002
560.000,0.752,0.245,0.003
580.000,0.750,0.246,0.004
600.000,0.745,0.250,0.006
620.000,0.740,0.252,0.008
640.000,0.748,0.241,0.011
660.000,0.743,0.243,0.014
680.000,0.741,0.242,0.018
700.000,0.741,0.236,0.024
720.000,0.732,0.236,0.032
740.000,0.730,0.233,0.037
760.000,0.725,0.224,0.052
780.000,0.715,0.215,0.070
800.000,0.700,0.212,0.089
820.000,0.706,0.203,0.091
840.000,0.702,0.204,0.094
860.000,0.676,0.198,0.126
880.000,0.646,0.175,0.179
900.000,0.634,0.158,0.209
920.000,0.622,0.152,0.226
940.000,0.606,0.144,0.250
960.000,0.575,0.121,0.303
980.000,0.529,0.093,0.378
1000.000,0.475,0.067,0.458
1020.000,0.427,0.045,0.529
1040.000,0.431,0.044,0.526
1060.000,0.455,0.057,0.488
1080.000,0.480,0.064,0.456
1100.000,0.487,0.069,0.444
1120.000,0.475,0.063,0.462
1140.000,0.444,0.052,0.504
1160.000,0.404,0.035,0.562
1180.000,0.336,0.016,0.649
1200.000,0.287,0.007,0.707
1220.000,0.233,0.002,0.767
1240.000,0.215,0.001,0.787
1260.000,0.206,0.001,0.796
1280.000,0.209,0.001,0.794
1300.000,0.213,0.001,0.789
1320.000,0.213,0.001,0.789
1340.000,0.214,0.001,0.788
1360.000,0.207,0.001,0.796
1380.000,0.201,0.001,0.802
1400.000,0.174,0.000,0.830
1420.000,0.086,0.000,0.917
1440.000,0.044,0.000,0.958
1460.000,0.027,0.000,0.974
1480.000,0.016,0.000,0.985
1500.000,0.016,0.000,0.984
1520.000,0.016,0.000,0.985
1540.000,0.018,0.000,0.983
1560.000,0.022,0.000,0.979
1580.000,0.025,0.000,0.977
1600.000,0.029,0.000,0.972
