Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 09:10:38 2022
Short Description: KEXT_MIN/Fice_max for depth 11.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 110.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:110.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_max_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.917,0.082,0.000
400.000,0.915,0.085,0.000
420.000,0.920,0.080,0.000
440.000,0.917,0.083,0.000
460.000,0.916,0.084,0.001
480.000,0.918,0.081,0.001
500.000,0.915,0.082,0.003
520.000,0.915,0.080,0.005
540.000,0.915,0.078,0.007
560.000,0.913,0.077,0.011
580.000,0.909,0.076,0.015
600.000,0.904,0.076,0.020
620.000,0.898,0.073,0.029
640.000,0.892,0.069,0.039
660.000,0.886,0.065,0.049
680.000,0.881,0.061,0.058
700.000,0.867,0.057,0.077
720.000,0.853,0.051,0.096
740.000,0.844,0.046,0.110
760.000,0.825,0.036,0.139
780.000,0.797,0.028,0.175
800.000,0.779,0.022,0.199
820.000,0.773,0.020,0.207
840.000,0.764,0.020,0.216
860.000,0.732,0.014,0.254
880.000,0.686,0.007,0.308
900.000,0.662,0.005,0.333
920.000,0.648,0.004,0.349
940.000,0.627,0.003,0.371
960.000,0.588,0.001,0.412
980.000,0.538,0.000,0.464
1000.000,0.484,0.000,0.518
1020.000,0.434,0.000,0.569
1040.000,0.432,0.000,0.571
1060.000,0.461,0.000,0.541
1080.000,0.483,0.000,0.519
1100.000,0.491,0.000,0.511
1120.000,0.483,0.000,0.519
1140.000,0.448,0.000,0.554
1160.000,0.410,0.000,0.593
1180.000,0.340,0.000,0.663
1200.000,0.297,0.000,0.707
1220.000,0.239,0.000,0.765
1240.000,0.217,0.000,0.786
1260.000,0.207,0.000,0.797
1280.000,0.211,0.000,0.792
1300.000,0.215,0.000,0.788
1320.000,0.218,0.000,0.786
1340.000,0.217,0.000,0.787
1360.000,0.210,0.000,0.794
1380.000,0.201,0.000,0.803
1400.000,0.180,0.000,0.824
1420.000,0.089,0.000,0.914
1440.000,0.044,0.000,0.958
1460.000,0.027,0.000,0.975
1480.000,0.017,0.000,0.983
1500.000,0.015,0.000,0.986
1520.000,0.016,0.000,0.985
1540.000,0.019,0.000,0.982
1560.000,0.022,0.000,0.979
1580.000,0.025,0.000,0.976
1600.000,0.029,0.000,0.972
