Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:45:34 2022
Short Description: KEXT_MIN/Fice_max for depth 2.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 20.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:20.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_max_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.670,0.330,0.000
400.000,0.672,0.328,0.000
420.000,0.666,0.334,0.000
440.000,0.664,0.336,0.000
460.000,0.666,0.334,0.000
480.000,0.666,0.333,0.000
500.000,0.670,0.329,0.000
520.000,0.663,0.336,0.001
540.000,0.667,0.332,0.001
560.000,0.671,0.327,0.002
580.000,0.668,0.330,0.003
600.000,0.669,0.327,0.004
620.000,0.665,0.329,0.005
640.000,0.670,0.323,0.007
660.000,0.660,0.331,0.010
680.000,0.661,0.328,0.012
700.000,0.657,0.327,0.016
720.000,0.656,0.323,0.021
740.000,0.658,0.318,0.025
760.000,0.647,0.319,0.034
780.000,0.640,0.313,0.048
800.000,0.631,0.309,0.061
820.000,0.638,0.300,0.062
840.000,0.632,0.303,0.065
860.000,0.617,0.295,0.088
880.000,0.596,0.277,0.127
900.000,0.593,0.256,0.151
920.000,0.584,0.252,0.164
940.000,0.569,0.247,0.184
960.000,0.547,0.223,0.230
980.000,0.504,0.191,0.305
1000.000,0.463,0.154,0.383
1020.000,0.418,0.123,0.458
1040.000,0.416,0.124,0.460
1060.000,0.444,0.143,0.413
1080.000,0.463,0.158,0.379
1100.000,0.466,0.162,0.372
1120.000,0.459,0.157,0.384
1140.000,0.437,0.136,0.427
1160.000,0.394,0.106,0.500
1180.000,0.332,0.065,0.604
1200.000,0.283,0.040,0.678
1220.000,0.230,0.019,0.753
1240.000,0.212,0.013,0.777
1260.000,0.206,0.011,0.786
1280.000,0.207,0.011,0.784
1300.000,0.208,0.012,0.782
1320.000,0.209,0.013,0.780
1340.000,0.212,0.012,0.778
1360.000,0.205,0.011,0.787
1380.000,0.195,0.009,0.798
1400.000,0.173,0.005,0.825
1420.000,0.083,0.000,0.920
1440.000,0.043,0.000,0.959
1460.000,0.026,0.000,0.976
1480.000,0.017,0.000,0.984
1500.000,0.016,0.000,0.985
1520.000,0.015,0.000,0.986
1540.000,0.019,0.000,0.982
1560.000,0.021,0.000,0.980
1580.000,0.024,0.000,0.977
1600.000,0.028,0.000,0.973
