Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:52:20 2022
Short Description: KEXT_MIN/Fice_max for depth 4.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 40.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:40.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_max_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.806,0.194,0.000
400.000,0.802,0.198,0.000
420.000,0.805,0.195,0.000
440.000,0.805,0.195,0.000
460.000,0.806,0.194,0.000
480.000,0.803,0.196,0.001
500.000,0.805,0.194,0.001
520.000,0.803,0.196,0.002
540.000,0.807,0.190,0.003
560.000,0.802,0.194,0.004
580.000,0.800,0.194,0.006
600.000,0.797,0.195,0.008
620.000,0.797,0.192,0.011
640.000,0.796,0.189,0.015
660.000,0.793,0.187,0.020
680.000,0.794,0.182,0.024
700.000,0.780,0.189,0.032
720.000,0.783,0.175,0.042
740.000,0.779,0.173,0.049
760.000,0.765,0.168,0.067
780.000,0.751,0.158,0.091
800.000,0.738,0.148,0.114
820.000,0.737,0.147,0.116
840.000,0.728,0.150,0.122
860.000,0.708,0.134,0.159
880.000,0.677,0.108,0.215
900.000,0.652,0.097,0.251
920.000,0.643,0.091,0.267
940.000,0.624,0.084,0.292
960.000,0.588,0.066,0.346
980.000,0.534,0.045,0.422
1000.000,0.482,0.027,0.491
1020.000,0.436,0.016,0.548
1040.000,0.435,0.016,0.551
1060.000,0.461,0.022,0.517
1080.000,0.480,0.028,0.493
1100.000,0.489,0.030,0.481
1120.000,0.482,0.028,0.490
1140.000,0.453,0.020,0.527
1160.000,0.405,0.012,0.585
1180.000,0.340,0.004,0.658
1200.000,0.292,0.001,0.709
1220.000,0.241,0.000,0.762
1240.000,0.222,0.000,0.781
1260.000,0.215,0.000,0.788
1280.000,0.213,0.000,0.791
1300.000,0.213,0.000,0.791
1320.000,0.217,0.000,0.787
1340.000,0.218,0.000,0.786
1360.000,0.214,0.000,0.789
1380.000,0.204,0.000,0.800
1400.000,0.179,0.000,0.825
1420.000,0.089,0.000,0.914
1440.000,0.046,0.000,0.956
1460.000,0.026,0.000,0.975
1480.000,0.017,0.000,0.984
1500.000,0.015,0.000,0.986
1520.000,0.018,0.000,0.983
1540.000,0.018,0.000,0.983
1560.000,0.023,0.000,0.978
1580.000,0.026,0.000,0.976
1600.000,0.029,0.000,0.973
