Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 08:41:59 2022
Short Description: KEXT_MIN/Fice_max for depth 1.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 10.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:10.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_max_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.522,0.478,0.000
400.000,0.526,0.474,0.000
420.000,0.521,0.479,0.000
440.000,0.522,0.478,0.000
460.000,0.516,0.484,0.000
480.000,0.525,0.475,0.000
500.000,0.522,0.478,0.000
520.000,0.526,0.473,0.000
540.000,0.520,0.479,0.001
560.000,0.528,0.471,0.001
580.000,0.521,0.478,0.001
600.000,0.522,0.476,0.002
620.000,0.521,0.476,0.002
640.000,0.524,0.473,0.003
660.000,0.522,0.474,0.004
680.000,0.516,0.478,0.006
700.000,0.521,0.471,0.007
720.000,0.519,0.471,0.010
740.000,0.522,0.467,0.012
760.000,0.511,0.472,0.016
780.000,0.516,0.461,0.023
800.000,0.513,0.458,0.029
820.000,0.508,0.462,0.030
840.000,0.506,0.462,0.031
860.000,0.502,0.455,0.043
880.000,0.493,0.443,0.064
900.000,0.487,0.436,0.077
920.000,0.484,0.431,0.085
940.000,0.472,0.433,0.096
960.000,0.465,0.411,0.125
980.000,0.441,0.388,0.171
1000.000,0.419,0.352,0.229
1020.000,0.390,0.322,0.289
1040.000,0.387,0.320,0.293
1060.000,0.405,0.341,0.253
1080.000,0.424,0.349,0.227
1100.000,0.415,0.364,0.221
1120.000,0.412,0.358,0.230
1140.000,0.399,0.334,0.267
1160.000,0.370,0.301,0.329
1180.000,0.325,0.243,0.432
1200.000,0.283,0.198,0.518
1220.000,0.236,0.138,0.626
1240.000,0.216,0.117,0.667
1260.000,0.208,0.113,0.679
1280.000,0.215,0.111,0.675
1300.000,0.210,0.117,0.674
1320.000,0.211,0.117,0.672
1340.000,0.215,0.117,0.668
1360.000,0.210,0.113,0.678
1380.000,0.197,0.100,0.704
1400.000,0.178,0.079,0.744
1420.000,0.087,0.017,0.899
1440.000,0.046,0.010,0.946
1460.000,0.026,0.008,0.967
1480.000,0.017,0.008,0.976
1500.000,0.016,0.007,0.978
1520.000,0.017,0.009,0.975
1540.000,0.019,0.007,0.975
1560.000,0.022,0.008,0.971
1580.000,0.024,0.008,0.970
1600.000,0.029,0.009,0.964
