Simulated Spectral Output From CRREL Snow RTM
File Created: Wed Jul 20 09:14:02 2022
Short Description: KEXT_MIN/Fice_max for depth 13.0 cm on HPC
25000 photons used in simulation
Incident Zenith Angle = 60.00 Degrees
Incident Azimuth Angle = 180.00 Degrees
Slab Depth = 130.00 mm
Surface Boundary = False
Namelist Options:
- MasterPath:/p/work/tletcher/VTKFILES/OUTPUT/
- LayerTops:130.0,0
- DepthUnits:mm
- WaveUnits:nm
- PropFileNames:Fice_max_min.txt
- Fsoot:0.0,0.0,0.0,0.0,0.0
- Contaminate:diesel
- PhaseFunc:2.0
- MaterialPath:/p/work/tletcher/CRREL_RTM/CRREL-GOSRT/Materials/
- Asymmetry:0.87
- PhaseSamples:10000.0
- RussianRouletteThresh:0.01
- RussianRouletteWeight:6.0
- xSize:10.0
- ySize:10.0
- DiffuseFraction:1.0
------------------------------------------------------  
CSV Header Below this line
WaveLength,Albedo,Transmissivty,Absorption
380.000,0.929,0.071,0.000
400.000,0.926,0.073,0.000
420.000,0.928,0.072,0.000
440.000,0.924,0.075,0.000
460.000,0.927,0.072,0.001
480.000,0.928,0.070,0.002
500.000,0.924,0.073,0.003
520.000,0.925,0.069,0.005
540.000,0.922,0.069,0.009
560.000,0.921,0.066,0.013
580.000,0.918,0.064,0.018
600.000,0.914,0.063,0.023
620.000,0.907,0.060,0.033
640.000,0.902,0.055,0.043
660.000,0.892,0.052,0.056
680.000,0.883,0.050,0.067
700.000,0.875,0.042,0.083
720.000,0.856,0.037,0.107
740.000,0.845,0.033,0.122
760.000,0.825,0.026,0.150
780.000,0.796,0.018,0.186
800.000,0.775,0.013,0.212
820.000,0.770,0.013,0.217
840.000,0.767,0.012,0.221
860.000,0.730,0.008,0.263
880.000,0.680,0.003,0.318
900.000,0.657,0.002,0.341
920.000,0.649,0.002,0.351
940.000,0.625,0.001,0.375
960.000,0.587,0.000,0.413
980.000,0.533,0.000,0.468
1000.000,0.478,0.000,0.524
1020.000,0.430,0.000,0.572
1040.000,0.431,0.000,0.571
1060.000,0.462,0.000,0.540
1080.000,0.476,0.000,0.526
1100.000,0.487,0.000,0.515
1120.000,0.476,0.000,0.526
1140.000,0.449,0.000,0.553
1160.000,0.402,0.000,0.601
1180.000,0.338,0.000,0.665
1200.000,0.289,0.000,0.714
1220.000,0.236,0.000,0.768
1240.000,0.221,0.000,0.782
1260.000,0.210,0.000,0.794
1280.000,0.213,0.000,0.791
1300.000,0.211,0.000,0.792
1320.000,0.215,0.000,0.789
1340.000,0.212,0.000,0.791
1360.000,0.209,0.000,0.794
1380.000,0.198,0.000,0.806
1400.000,0.174,0.000,0.830
1420.000,0.086,0.000,0.918
1440.000,0.044,0.000,0.958
1460.000,0.027,0.000,0.974
1480.000,0.017,0.000,0.984
1500.000,0.015,0.000,0.985
1520.000,0.016,0.000,0.984
1540.000,0.019,0.000,0.982
1560.000,0.022,0.000,0.979
1580.000,0.025,0.000,0.977
1600.000,0.030,0.000,0.972
